,lemma,count,pos
472,wonderful,27,n
473,tower,26,n
474,desire,26,n
475,spank,26,n
476,john,26,n
477,grass,26,n
478,forgot,26,n
479,beauty,26,n
480,nought_nothing,26,v
481,number,26,n
482,england,26,n
483,whose,26,n
484,shake,26,n
485,kiss,26,n
486,irishman,26,n
487,living,26,n
488,wolf,26,n
489,afraid,25,n
490,vinegar,25,n
491,london,25,n
492,safe,25,a
493,penny,25,n
494,yard,25,n
495,cast,25,n
496,spell,25,n
497,steal,25,n
498,worm,25,n
499,besides,25,n
500,lovely,25,r
501,else,25,r
502,hundred,25,v
503,hung,25,n
504,glad,25,n
505,alive,24,a
506,johnny-cake,24,n
507,iron,24,n
508,front,24,n
509,captain,24,n
510,twelve,24,n
511,chimney,24,n
512,street,24,n
513,baker,24,n
514,maid,24,n
515,kingdom,24,n
516,nearly,24,r
517,branch,24,n
518,certainly,24,r
519,pudding,24,v
520,hope,24,n
521,shook,24,n
522,ought,24,n
523,shin,24,n
524,perhaps,24,r
525,church,24,n
526,meat,24,n
527,beside,24,n
528,service,24,n
529,beheld,24,n
530,believe,24,v
531,strange,24,n
532,around,24,n
533,smell,24,n
534,several,24,a
535,pixy,24,n
536,wall,24,n
537,green,24,a
538,finish,23,n
539,rather,23,r
540,kitchen,23,n
541,move,23,n
542,offer,23,n
543,thick,23,n
544,question,23,n
545,meant,23,n
546,struck,23,n
547,boat,23,n
548,giraffe,23,n
549,upstairs,23,n
550,manage,23,n
551,catskin,23,n
552,receive,23,n
553,escape,23,n
554,instantly,22,r
555,within,22,n
556,drawn,22,n
557,surprised,22,a
558,chief,22,n
559,sooner,22,n
560,asleep,22,n
561,crept,22,n
562,join,22,n
563,bonny,22,n
564,harm,22,n
565,noble,22,a
566,true,22,a
567,market,22,n
568,power,22,n
569,suddenly,22,r
570,whereupon,22,n
571,worth,22,n
572,stamp,22,n
573,stepmother,22,n
574,easy,22,a
575,collar,22,n
576,to-night,22,n
577,seat,22,n
578,youth,22,n
579,apple,22,n
580,bottom,22,n
581,grand,22,a
582,command,22,n
583,sell,22,n
584,news,22,n
585,silly,22,r
586,star,22,n
587,behold,22,n
588,drag,22,n
589,family,22,n
590,to-day,21,n
591,seek_fortune,21,n
592,zebra,21,n
593,hurry,21,n
594,bull,21,n
595,dame,21,n
596,whether,21,n
597,sign,21,n
598,short,21,a
599,open_door,21,n
600,comb,21,n
601,caporushes,21,n
602,shadow,21,n
603,sometimes,21,r
604,seize,21,n
605,camel,21,n
606,sorry,21,n
607,raise,21,n
608,sack,21,n
609,except,21,n
610,outside,21,n
611,djinn,21,n
612,forward,21,r
613,blood,21,n
614,wedding,20,n
615,guess,20,n
616,attend,20,n
617,cottage,20,n
618,childe,20,n
619,remain,20,n
620,by-and-by,20,n
621,lass,20,n
622,fitzwarren,20,n
623,sand,20,n
624,stir,20,n
625,stuck,20,n
626,trick,20,n
627,foolish,20,a
628,hedgehog,20,n
629,kangaroo,20,n
630,need,20,n
631,month,20,n
632,little_turpie,20,n
633,hopped,20,n
634,bargain,20,n
635,blefuscu,20,n
636,bite,20,n
637,broken,20,n
638,fasten,20,n
639,stranger,20,n
640,meal,20,n
641,stair,20,n
642,thin,20,n
643,brown,20,n
644,taste,19,n
645,spin,19,n
646,father_mother,19,n
647,to-morrow,19,n
648,arrow,19,n
649,hare,19,n
650,whale,19,n
651,humph,19,n
652,curl,19,n
653,exclaim,19,n
654,luck,19,n
655,swim,19,n
656,stayed,19,n
657,browny,19,n
658,beer,19,n
659,mile,19,n
660,jump,19,n
661,courtier,19,n
662,thank,19,n
663,wise_woman,19,n
664,pray,19,n
665,suffer,19,n
666,teeth,19,n
667,loud,19,n
668,tale,19,n
669,book,18,n
670,proper,18,n
671,seek,18,n
672,choose,18,n
673,pick,18,n
674,subject,18,n
675,horrid,18,n
676,childe_wynd,18,n
677,monster,18,n
678,mortal,18,n
679,tumble,18,n
680,desert,18,n
681,chance,18,n
682,game,18,n
683,miacca,18,n
684,midst,18,n
685,hunger,18,n
686,rubbed,18,n
687,bound,18,n
688,boot,18,n
689,wander,18,n
690,write,18,n
691,dream,18,n
692,uncle,18,n
693,forget,18,n
694,bake,18,n
695,unless,18,n
696,henny-penny_cocky-locky,18,a
697,picked,18,n
698,sick,18,n
699,baron,18,n
700,reward,18,n
701,cross,17,n
702,could_find,17,n
703,hobyahs,17,n
704,fast_could,17,n
705,childe_rowland,17,n
706,nobody,17,n
707,played,17,n
708,anyone,17,n
709,yonder,17,n
710,suppose,17,n
711,surprise,17,n
712,corn,17,n
713,tremble,17,a
714,pretend,17,n
715,drove,17,n
716,scratch,17,n
717,pity,17,n
718,darkness,17,n
719,quiet,17,a
720,flee,17,n
721,apple_tree,17,n
722,tatty,17,n
723,bottle,17,n
724,ugly,17,r
725,bi-coloured-python-rock-snake,17,n
726,breath,17,n
727,knife,17,n
728,stool,17,n
729,turkey-lurkey,17,n
730,champion,17,n
731,chain,17,n
732,case,17,n
733,merchant,17,n
734,dirty,17,n
735,shout,17,n
736,already,17,r
