,lemma,count,pos
357,royal,24,n
358,dish,24,n
359,pretty,24,r
360,sheep,24,n
361,chamber,24,n
362,drink,24,n
363,cottage,24,n
364,dead,24,a
365,believe,24,v
366,speak,24,n
367,deep,24,n
368,awoke,24,n
369,throw,24,n
370,finish,24,n
371,snow,24,n
372,wicked,24,v
373,serve,24,n
374,spread,23,n
375,hope,23,n
376,snowflake,23,n
377,thou,23,n
378,midnight,23,n
379,majesty,23,n
380,mill,23,n
381,mouth,23,n
382,already,23,r
383,peafowl,23,n
384,pitcher,23,n
385,vanished,23,n
386,marouckla,23,n
387,enchant,23,n
388,stay,23,n
389,frog,23,n
390,strike,23,n
391,offer,23,n
392,fellow,22,n
393,finger,22,n
394,heaven,22,n
395,town,22,n
396,drew,22,n
397,free,22,a
398,fail,22,n
399,flame,22,n
400,fetch,22,n
401,living,22,n
402,tubby,22,n
403,tremble,22,a
404,force,22,n
405,foolish,22,a
406,piece,22,n
407,strength,22,n
408,inside,22,n
409,suppose,22,n
410,across,22,n
411,court,22,n
412,thank,22,n
413,drop,22,n
414,spring,22,n
415,hard,22,a
416,monster,22,n
417,pretend,22,n
418,copper,21,n
419,roll,21,n
420,sluggard,21,n
421,horn,21,n
422,straight,21,n
423,talk,21,n
424,struck,21,n
425,wander,21,n
426,next_morning,21,v
427,distance,21,n
428,wedding,21,n
429,care,21,n
430,carefully,21,r
431,catch,21,n
432,stepmother,21,n
433,seek,21,n
434,splendid,21,n
435,sweet,21,n
436,mount_horse,21,n
437,unless,21,n
438,gate,21,n
439,first_lady-in-waiting,21,n
440,skin,21,n
441,four,21,n
442,angry,21,a
443,second_brother,20,n
444,blow,20,n
445,condition,20,n
446,allow,20,v
447,however,20,r
448,shout,20,n
449,nightingale,20,n
450,empty,20,a
451,huntsman,20,n
452,parent,20,n
453,asleep,20,n
454,steed,20,n
455,stove,20,n
456,handsome,20,n
457,agree,20,n
458,mind,20,n
459,move,20,n
460,afternoon,20,n
461,front,20,n
462,cart,20,n
463,delighted,20,a
464,feast,20,n
465,oblige,20,n
466,warn,20,n
467,lady,20,n
468,hung,19,n
469,power,19,n
470,honour,19,n
471,dervish,19,n
472,army,19,n
473,slept,19,n
474,declare,19,n
475,slip,19,n
476,along,19,n
477,around,19,n
478,church,19,n
479,falcon,19,n
480,wound,19,n
481,broken,19,n
482,cold,19,n
483,frighten,19,n
484,hill,19,n
485,crystal,19,n
486,rush,19,n
487,widow,19,n
488,news,18,n
489,certainly,18,r
490,cook,18,n
491,goat,18,n
492,thief,18,n
493,wind,18,n
494,reward,18,n
495,cobbler,18,n
496,exactly,18,r
497,tire,18,n
498,granny,18,n
499,carriage,18,n
500,glorious,18,a
501,strong,18,a
502,seat,18,n
503,prayer,18,n
504,dwarf,18,n
505,wall,18,n
506,crane,18,n
507,wept,18,n
508,quickeye,18,n
509,secret,18,n
510,hide,18,n
511,approach,18,n
512,tiger,18,n
513,determine,18,n
514,direction,18,n
515,journey,18,n
516,wine,18,n
517,beyond,18,n
518,embroidery,18,n
519,fight,18,n
520,meadow,18,n
521,moon,18,n
522,cake,18,n
523,forth,18,n
524,thanked,18,n
525,held,18,n
526,clever,18,n
527,single,18,a
528,fountain,18,n
529,rooster,18,n
530,orange,18,n
531,gift,18,n
532,shut,17,n
533,bridle,17,n
534,clear,17,a
535,gather,17,n
536,rose,17,v
537,flock,17,n
538,jean,17,n
539,grape,17,n
540,bright,17,n
541,invisible,17,a
542,golden_mane,17,n
543,pike,17,n
544,island,17,n
545,break,17,n
546,notice,17,n
547,therefore,17,r
548,insist,17,n
549,willing,17,a
550,leaf,17,n
551,guest,17,n
552,command,17,n
553,since,17,n
554,shirt,17,n
555,surprise,17,n
556,cock,17,n
557,return_home,17,n
558,lion,16,n
559,push,16,n
560,visit,16,n
561,saddle,16,n
562,meanwhile,16,r
563,pity,16,n
564,happiness,16,n
565,hunt,16,n
566,presently,16,r
567,whistle,16,n
568,enchantment,16,n
569,mine,16,n
570,decide,16,n
571,middle,16,n
572,beard,16,n
573,stable,16,a
574,exchange,16,n
575,enjoy,16,n
576,giant,16,n
577,pocket,16,n
578,steal,16,n
579,bury,16,n
580,companion,16,n
581,rejoice,16,n
582,picked,16,n
583,tall,16,n
584,half,16,n
585,breath,16,n
586,blue,16,n
587,almost,16,r
588,ring,16,n
589,chamberlain,16,n
590,wide,16,a
591,arose,16,n
592,invite,16,n
593,form,16,n
594,chest,16,n
595,thread,16,n
596,whatever,16,n
597,apprentice,16,n
598,handkerchief,16,n
599,cellar,15,n
600,charm,15,n
601,save,15,v
602,rage,15,n
603,long_time,15,n
604,taste,15,n
605,shook_head,15,n
606,danger,15,n
607,fast,15,n
608,grass,15,n
609,terrible,15,a
610,safe,15,a
611,grieve,15,n
612,beneath,15,n
613,despair,15,n
614,martin,15,n
615,to-night,15,n
616,consent,15,n
617,evil,15,n
618,lock,15,n
619,usual,15,a
620,prayed,15,n
621,either,15,n
622,neck,15,n
623,bush,15,n
624,star,15,n
625,milk,15,n
626,ducat,15,n
627,quick,15,n
628,corner,15,n
629,kostey,15,n
630,please,15,n
631,dare,15,n
632,human,15,n
633,whether,15,n
634,golden_cage,15,n
635,eleven,15,r
636,ivan,15,n
637,guess,15,n
638,dinner,15,n
639,none,15,n
640,huge,15,a
641,hearing,15,n
642,forgot,15,n
643,baba_yaga,14,n
644,barber,14,n
645,funny,14,n
646,groan,14,n
647,surround,14,n
648,overtake,14,n
649,shook,14,n
650,track,14,n
651,acorn,14,n
652,skull,14,n
653,forget,14,n
654,nurse,14,n
655,confess,14,n
656,handsome_young,14,n
657,peace,14,n
658,bring_back,14,n
659,wild,14,n
660,beating,14,n
661,ugly,14,r
662,else,14,r
663,trouble,14,n
664,junak,14,n
665,vampire,14,n
666,root,14,n
667,twelfth,14,n
668,jumped,14,n
669,spite,14,n
670,midst,14,n
671,titty,14,n
672,understand,14,n
673,turn_round,14,n
674,instant,14,n
675,hole,14,n
676,recognise,14,n
677,belong,14,n
678,club,14,n
679,green,14,a
680,month,14,n
681,gossip,14,n
682,trojan,14,n
683,wave,14,n
684,share,14,n
685,eagle,14,n
686,raise,14,n
687,knife,14,n
688,hidden,13,n
689,fresh,13,a
690,roar,13,n
691,mirror,13,n
692,centre,13,n
693,apple-tree,13,a
694,shave,13,n
695,knight,13,n
696,donkey,13,n
697,amaze,13,n
698,maid,13,n
699,thousand,13,n
700,drag,13,n
701,thereupon,13,n
702,sigh,13,n
703,wrong,13,a
704,beak,13,n
705,dance,13,n
706,grief,13,n
707,pleased,13,a
708,traveller,13,n
709,fair,13,n
710,bade,13,n
711,hearth,13,n
712,bore,13,n
713,beat,13,n
