,lemma,count,pos
361,round,76,n
362,warrior,76,n
363,break,76,n
364,fight,76,n
365,north,75,n
366,strength,75,n
367,green,75,a
368,cold,75,n
369,turtle,75,n
370,front,75,n
371,drew,75,n
372,mouth,75,n
373,christmas,74,n
374,street,74,n
375,chase,74,n
376,order,74,n
377,since,74,n
378,smile,74,n
379,inside,74,n
380,hour,74,n
381,medicine,73,n
382,plain,73,n
383,leaf,73,n
384,longer,73,n
385,lift,72,n
386,wall,72,n
387,blood,72,n
388,wassamo,71,n
389,quite,71,r
390,decide,71,n
391,early,71,r
392,able,70,a
393,sang,70,n
394,feel,70,n
395,direction,70,n
396,believe,70,v
397,town,70,n
398,mind,70,n
399,anything,70,n
400,feather,70,n
401,umbrella,70,n
402,turkey,69,n
403,coat,69,n
404,finish,69,n
405,however,68,r
406,manito,68,n
407,fellow,68,n
408,cousin,68,n
409,magic,68,n
410,paint,68,n
411,need,68,n
412,learn,68,n
413,speed,68,n
414,arrive,67,a
415,save,67,v
416,immediately,67,r
417,wave,67,n
418,south,67,n
419,except,67,n
420,money,67,n
421,seize,67,n
422,man-eater,67,n
423,clothes,67,n
424,pipe,66,n
425,storm,66,n
426,feast,66,n
427,neck,66,n
428,within,66,n
429,bury,65,n
430,opening,65,n
431,neighbor,65,n
432,warm,65,n
433,throw,64,n
434,son-in-law,64,n
435,remain,64,n
436,balloon,64,n
437,chance,64,n
438,kiss,64,n
439,suddenly,64,r
440,burn,64,n
441,moccasin,64,n
442,pretty,63,r
443,whole,63,a
444,nearly,63,r
445,please,63,n
446,bark,63,n
447,number,63,n
448,pick,62,n
449,finally,61,r
450,climb,61,n
451,manner,61,n
452,picked,61,n
453,none,61,n
454,shin,61,n
455,hide,61,n
456,bundle,61,n
457,shout,61,n
458,fairy,61,n
459,weather,61,n
460,ship,60,n
461,cliff,60,n
462,second,60,a
463,built,60,n
464,shape,60,n
465,doll,60,n
466,figure,59,n
467,party,59,n
468,everything,59,n
469,leap,59,n
470,wear,59,n
471,creature,58,n
472,runner,58,n
473,field,58,n
474,race,58,n
475,mouse,58,n
476,sign,58,n
477,invite,58,n
478,boat,58,n
479,path,57,n
480,perhaps,57,r
481,shoot,57,n
482,cause,57,n
483,duck,57,n
484,care,56,n
485,breast,56,n
486,uncle,56,n
487,mean,56,n
488,forward,56,r
489,question,56,n
490,sprang,56,n
491,father_mother,56,n
492,fasten,56,n
493,heavy,55,a
494,ahead,55,r
495,strike,55,n
496,pole,55,n
497,whirlwind,55,n
498,seat,55,n
499,minute,55,n
500,string,55,n
501,soft,55,a
502,brave,54,n
503,blind,54,n
504,five,54,n
505,climbed,54,n
506,circle,54,n
507,edge,54,n
508,owasso,54,n
509,notice,54,n
510,whether,54,n
511,broke,54,n
512,loose,54,a
513,free,53,a
514,robe,53,n
515,short,53,a
516,already,53,r
517,grandson,53,n
518,several,52,a
519,whistle,52,n
520,wolf-marked,52,a
521,receive,52,n
522,lonely,52,r
523,length,52,n
524,bound,52,n
525,thunder,52,n
526,discover,52,n
527,married,52,a
528,presently,51,r
529,middle,51,n
530,letter,51,n
531,quiet,51,a
532,dinner,51,n
533,club,51,n
534,pile,51,n
535,instead,51,r
536,floor,51,n
537,bright,51,n
538,late,51,r
539,secret,51,n
540,breath,51,n
541,blanket,50,n
542,lover,50,n
543,bank,50,n
544,empty,50,a
545,luck,50,n
546,church,50,n
547,tear,50,n
548,gift,50,n
549,flower,50,n
550,beach,50,n
551,cast,50,n
552,train,50,n
553,sand,49,n
554,seek,49,n
555,valley,49,n
556,basket,49,n
557,offer,49,n
558,bottom,49,n
559,easy,49,a
560,cave,49,n
561,branch,49,n
562,broken,49,n
563,lean,49,n
564,nobody,49,n
565,force,49,n
566,slowly,48,r
567,plenty,48,n
568,shook,48,n
569,played,48,n
570,pigeon,48,n
571,clock,48,n
572,matter,48,n
573,shoe,47,n
574,journey,47,n
575,indeed,47,r
576,okteondon,47,n
577,harm,47,n
578,exclaim,47,n
579,slept,47,n
580,everybody,46,n
581,crept,46,n
582,scalp,46,n
583,to-morrow,46,n
584,pleased,46,a
585,prepared,46,a
586,farmer,46,n
587,goat,46,n
588,roar,46,n
589,miss,46,n
590,peace,46,n
591,quick,46,n
592,to-night,46,n
593,drum,46,n
594,maiden,46,n
595,line,46,n
596,cabin,45,n
597,draw,45,n
598,join,45,n
599,beat,45,n
600,jump,45,n
601,note,45,n
602,arose,45,n
603,east,44,n
604,pair,44,n
605,pain,44,n
606,kŭt-o´-yis,44,n
607,berry,44,n
608,stayed,44,n
609,wise,43,n
610,bowl,43,n
611,thousand,43,n
612,evil,43,n
613,master,43,n
614,shut,43,n
615,marry,43,n
616,third,43,a
617,supper,43,n
618,tremble,43,a
619,afterward,42,r
620,nephew,42,n
621,fail,42,n
622,guest,42,n
623,sell,42,n
624,proud,42,n
625,city,42,n
626,flesh,42,n
627,hurt,42,n
628,devil,42,n
629,servant,42,n
630,continued,42,a
631,busy,42,a
632,welcome,42,n
633,mark,42,n
634,address,42,n
635,roof,42,n
636,companion,42,n
637,thakane,42,n
638,wonderful,42,n
639,silence,42,n
640,meal,41,n
641,chimney,41,n
642,loud,41,n
643,past,41,n
644,bent,41,n
645,sooner,41,n
646,governor,41,n
647,pity,41,n
648,fresh,41,a
