,nation,title,text,lemmas,phrased,language_family,sid
66,nigerian,The Tortoise with a Pretty Daughter,"There was once a king who was very powerful. He had great influence over the wild beasts and animals. Now the tortoise was looked upon as the wisest of all beasts and men. This king had a son named Ekpenyon, to whom he gave fifty young girls as wives, but the prince did not like any of them. The king was very angry at this, and made a law that if any man had a daughter who was finer than the prince’s wives, and who found favour in his son’s eyes, the girl herself and her father and mother should be killed.Now about this time the tortoise and his wife had a daughter who was very beautiful. The mother thought it was not safe to keep such a fine child, as the prince might fall in love with her, so she told her husband that her daughter ought to be killed and thrown away into the bush. The tortoise, however, was unwilling, and hid her until she was three years old. One day, when both the tortoise and his wife were away on their farm, the king’s son happened to be hunting near their house, and saw a bird perched on the top of the fence round the house. The bird was watching the little girl, and was so entranced with her beauty that he did not notice the prince coming. The prince shot the bird with his bow and arrow, and it dropped inside the fence, so the prince sent his servant to gather it. While the servant was looking for the bird he came across the little girl, and was so struck with her form, that he immediately returned to his master and told him what he had seen. The prince then broke down the fence and found the child, and fell in love with her at once. He stayed and talked with her for a long time, until at last she agreed to become his wife. He then went home, but concealed from his father the fact that he had fallen in love with the beautiful daughter of the tortoise.But the next morning he sent for the treasurer, and got sixty pieces of cloth and three hundred rods, and sent them to the tortoise. Then in the early afternoon he went down to the tortoise’s house, and told him that he wished to marry his daughter. The tortoise saw at once that what he had dreaded had come to pass, and that his life was in danger, so he told the prince that if the king knew, he would kill not only himself (the tortoise), but also his wife and daughter. The prince replied that he would be killed himself before he allowed the tortoise and his wife and daughter to be killed. Eventually, after much argument, the tortoise consented, and agreed to hand his daughter to the prince as his wife when she arrived at the proper age. Then the prince went home and told his mother what he had done. She was in great distress at the thought that she would lose her son, of whom she was very proud, as she knew that when the king heard of his son’s disobedience he would kill him. However, the queen, although she knew how angry her husband would be, wanted her son to marry the girl he had fallen in love with, so she went to the tortoise and gave him some money, clothes, yams, and palm-oil as further dowry on her son’s behalf in order that the tortoise should not give his daughter to another man. For the next five years the prince was constantly with the tortoise’s daughter, whose name was Adet, and when she was about to be put in the fatting house, the prince told his father that he was going to take Adet as his wife. On hearing this the king was very angry, and sent word all round his kingdom that all people should come on a certain day to the market-place to hear the palaver. When the appointed day arrived the market-place was quite full of people, and the stones belonging to the king and queen were placed in the middle of the market-place.When the king and queen arrived all the people stood up and greeted them, and they then sat down on their stones. The king then told his attendants to bring the girl Adet before him. When she arrived the king was quite astonished at her beauty. He then told the people that he had sent for them to tell them that he was angry with his son for disobeying him and taking Adet as his wife without his knowledge, but that now he had seen her himself he had to acknowledge that she was very beautiful, and that his son had made a good choice. He would therefore forgive his son.When the people saw the girl they agreed that she was very fine and quite worthy of being the prince’s wife, and begged the king to cancel the law he had made altogether, and the king agreed; and as the law had been made under the “Egbo” law, he sent for eight Egbos, and told them that the order was cancelled throughout his kingdom, and that for the future no one would be killed who had a daughter more beautiful than the prince’s wives, and gave the Egbos palm wine and money to remove the law, and sent them away. Then he declared that the tortoise’s daughter, Adet, should marry his son, and he made them marry the same day. A great feast was then given which lasted for fifty days, and the king killed five cows and gave all the people plenty of foo-foo and palm-oil chop, and placed a large number of pots of palm wine in the streets for the people to drink as they liked. The women brought a big play to the king’s compound, and there was singing and dancing kept up day and night during the whole time. The prince and his companions also played in the market square. When the feast was over the king gave half of his kingdom to the tortoise to rule over, and three hundred slaves to work on his farm. The prince also gave his father-in-law two hundred women and one hundred girls to work for him, so the tortoise became one of the richest men in the kingdom. The prince and his wife lived together for a good many years until the king died, when the prince ruled in his place. And all this shows that the tortoise is the wisest of all men and animals.Moral.—Always have pretty daughters, as no matter how poor they may be, there is always the chance that the king’s son may fall in love with them, and they may thus become members of the royal house and obtain much wealth.","['king', 'powerful', 'great', 'influence', 'wild', 'beast', 'animal', 'tortoise', 'look', 'upon', 'wise', 'beast', 'king', 'name', 'ekpenyon', 'give', 'fifty', 'young', 'girl', 'wife', 'prince', 'like', 'king', 'angry', 'make', 'daughter', 'finer', 'prince', 'wife', 'found', 'favour', 'girl', 'father', 'mother', 'kill', 'time', 'tortoise', 'wife', 'daughter', 'beautiful', 'mother', 'thought', 'safe', 'keep', 'fine', 'child', 'prince', 'might', 'fall', 'love', 'told', 'husband', 'daughter', 'ought', 'kill', 'thrown', 'away', 'bush', 'tortoise', 'however', 'unwilling', 'three', 'year', 'tortoise', 'wife', 'away', 'farm', 'king', 'happen', 'hunt', 'near', 'house', 'bird', 'perch', 'fence', 'round', 'house', 'bird', 'watch', 'little', 'girl', 'entrance', 'beauty', 'notice', 'prince', 'come', 'prince', 'shot', 'bird', 'arrow', 'drop', 'inside', 'fence', 'prince', 'sent', 'servant', 'gather', 'servant', 'look', 'bird', 'come', 'across', 'little', 'girl', 'struck', 'form', 'immediately', 'return', 'master', 'told', 'prince', 'broke', 'fence', 'found', 'child', 'fell', 'love', 'stayed', 'talk', 'long', 'time', 'last', 'agree', 'become', 'wife', 'home', 'conceal', 'father', 'fact', 'fall', 'love', 'beautiful', 'daughter', 'tortoise', 'next', 'morning', 'sent', 'treasurer', 'sixty', 'piece', 'cloth', 'three', 'hundred', 'sent', 'tortoise', 'early', 'afternoon', 'tortoise', 'house', 'told', 'wish', 'marry', 'daughter', 'tortoise', 'dread', 'come', 'life', 'danger', 'told', 'prince', 'king', 'knew', 'would', 'kill', 'tortoise', 'also', 'wife', 'daughter', 'prince', 'reply', 'would', 'kill', 'allow', 'tortoise', 'wife', 'daughter', 'kill', 'eventually', 'much', 'argument', 'tortoise', 'consent', 'agree', 'hand', 'daughter', 'prince', 'wife', 'arrive', 'proper', 'prince', 'home', 'told', 'mother', 'great', 'distress', 'thought', 'would', 'lose', 'proud', 'knew', 'king', 'heard', 'disobedience', 'would', 'kill', 'however', 'queen', 'although', 'knew', 'angry', 'husband', 'would', 'want', 'marry', 'girl', 'fall', 'love', 'tortoise', 'give', 'money', 'clothes', 'palm-oil', 'dowry', 'behalf', 'order', 'tortoise', 'give', 'daughter', 'another', 'next', 'five', 'year', 'prince', 'constantly', 'tortoise', 'daughter', 'whose', 'name', 'adet', 'house', 'prince', 'told', 'father', 'take', 'adet', 'wife', 'hearing', 'king', 'angry', 'sent', 'word', 'round', 'kingdom', 'people', 'come', 'certain', 'market-place', 'hear', 'palaver', 'appoint', 'arrive', 'market-place', 'quite', 'full', 'people', 'stone', 'belonging', 'king', 'queen', 'place', 'middle', 'market-place', 'king', 'queen', 'arrive', 'people', 'stood', 'greet', 'stone', 'king', 'told', 'attendant', 'bring', 'girl', 'adet', 'arrive', 'king', 'quite', 'astonish', 'beauty', 'told', 'people', 'sent', 'tell', 'angry', 'disobey', 'take', 'adet', 'wife', 'without', 'knowledge', 'acknowledge', 'beautiful', 'make', 'good', 'choice', 'would', 'therefore', 'forgive', 'people', 'girl', 'agree', 'fine', 'quite', 'worthy', 'prince', 'wife', 'king', 'cancel', 'make', 'altogether', 'king', 'agree', 'make', 'egbo', 'sent', 'eight', 'egbos', 'told', 'order', 'cancel', 'throughout', 'kingdom', 'future', 'would', 'kill', 'daughter', 'beautiful', 'prince', 'wife', 'give', 'egbos', 'palm', 'wine', 'money', 'remove', 'sent', 'away', 'declare', 'tortoise', 'daughter', 'adet', 'marry', 'make', 'marry', 'great', 'feast', 'give', 'last', 'fifty', 'king', 'kill', 'five', 'give', 'people', 'plenty', 'foo-foo', 'palm-oil', 'chop', 'place', 'large', 'number', 'palm', 'wine', 'street', 'people', 'drink', 'like', 'woman', 'brought', 'play', 'king', 'compound', 'sing', 'dance', 'kept', 'night', 'whole', 'time', 'prince', 'companion', 'also', 'played', 'market', 'square', 'feast', 'king', 'give', 'half', 'kingdom', 'tortoise', 'rule', 'three', 'hundred', 'slave', 'work', 'farm', 'prince', 'also', 'give', 'father-in-law', 'hundred', 'woman', 'hundred', 'girl', 'work', 'tortoise', 'become', 'richest', 'kingdom', 'prince', 'wife', 'live', 'together', 'good', 'many', 'year', 'king', 'prince', 'rule', 'place', 'show', 'tortoise', 'wise', 'animal', 'moral', 'always', 'pretty', 'daughter', 'matter', 'poor', 'always', 'chance', 'king', 'fall', 'love', 'thus', 'become', 'member', 'royal', 'house', 'obtain', 'much', 'wealth']","['king', 'powerful', 'great', 'influence', 'wild_beast', 'animal', 'tortoise', 'look', 'upon', 'wise', 'beast', 'king', 'name', 'ekpenyon', 'give', 'fifty', 'young', 'girl', 'wife', 'prince', 'like', 'king', 'angry', 'make', 'daughter', 'finer', 'prince', 'wife', 'found', 'favour', 'girl', 'father_mother', 'kill', 'time', 'tortoise', 'wife', 'daughter', 'beautiful', 'mother', 'thought', 'safe', 'keep', 'fine', 'child', 'prince', 'might', 'fall_love', 'told', 'husband', 'daughter', 'ought', 'kill', 'thrown', 'away', 'bush', 'tortoise', 'however', 'unwilling', 'three', 'year', 'tortoise', 'wife', 'away', 'farm', 'king', 'happen', 'hunt', 'near', 'house', 'bird', 'perch', 'fence', 'round', 'house', 'bird', 'watch', 'little', 'girl', 'entrance', 'beauty', 'notice', 'prince', 'come', 'prince', 'shot', 'bird', 'arrow', 'drop', 'inside', 'fence', 'prince', 'sent_servant', 'gather', 'servant', 'look', 'bird', 'come', 'across', 'little', 'girl', 'struck', 'form', 'immediately', 'return', 'master', 'told', 'prince', 'broke', 'fence', 'found', 'child', 'fell_love', 'stayed', 'talk', 'long_time', 'last', 'agree', 'become', 'wife', 'home', 'conceal', 'father', 'fact', 'fall_love', 'beautiful', 'daughter', 'tortoise', 'next_morning', 'sent', 'treasurer', 'sixty', 'piece', 'cloth', 'three_hundred', 'sent', 'tortoise', 'early', 'afternoon', 'tortoise', 'house', 'told', 'wish_marry', 'daughter', 'tortoise', 'dread', 'come', 'life', 'danger', 'told', 'prince', 'king', 'knew', 'would', 'kill', 'tortoise', 'also', 'wife', 'daughter', 'prince', 'reply', 'would', 'kill', 'allow', 'tortoise', 'wife', 'daughter', 'kill', 'eventually', 'much', 'argument', 'tortoise', 'consent', 'agree', 'hand', 'daughter', 'prince', 'wife', 'arrive', 'proper', 'prince', 'home', 'told', 'mother', 'great_distress', 'thought', 'would', 'lose', 'proud', 'knew', 'king', 'heard', 'disobedience', 'would', 'kill', 'however', 'queen', 'although', 'knew', 'angry', 'husband', 'would', 'want_marry', 'girl', 'fall_love', 'tortoise', 'give', 'money', 'clothes', 'palm-oil', 'dowry', 'behalf', 'order', 'tortoise', 'give', 'daughter', 'another', 'next', 'five_year', 'prince', 'constantly', 'tortoise', 'daughter', 'whose_name', 'adet', 'house', 'prince', 'told', 'father', 'take', 'adet', 'wife', 'hearing', 'king', 'angry', 'sent', 'word', 'round', 'kingdom', 'people', 'come', 'certain', 'market-place', 'hear', 'palaver', 'appoint', 'arrive', 'market-place', 'quite', 'full', 'people', 'stone', 'belonging', 'king', 'queen', 'place', 'middle', 'market-place', 'king', 'queen', 'arrive', 'people', 'stood', 'greet', 'stone', 'king', 'told', 'attendant', 'bring', 'girl', 'adet', 'arrive', 'king', 'quite', 'astonish', 'beauty', 'told', 'people', 'sent', 'tell', 'angry', 'disobey', 'take', 'adet', 'wife', 'without_knowledge', 'acknowledge', 'beautiful', 'make', 'good', 'choice', 'would', 'therefore', 'forgive', 'people', 'girl', 'agree', 'fine', 'quite', 'worthy', 'prince', 'wife', 'king', 'cancel', 'make', 'altogether', 'king', 'agree', 'make', 'egbo', 'sent', 'eight', 'egbos', 'told', 'order', 'cancel', 'throughout_kingdom', 'future', 'would', 'kill', 'daughter', 'beautiful', 'prince', 'wife', 'give', 'egbos', 'palm', 'wine', 'money', 'remove', 'sent', 'away', 'declare', 'tortoise', 'daughter', 'adet', 'marry', 'make', 'marry', 'great_feast', 'give', 'last', 'fifty', 'king', 'kill', 'five', 'give', 'people', 'plenty', 'foo-foo', 'palm-oil', 'chop', 'place', 'large_number', 'palm', 'wine', 'street', 'people', 'drink', 'like', 'woman', 'brought', 'play', 'king', 'compound', 'sing', 'dance', 'kept', 'night', 'whole', 'time', 'prince', 'companion', 'also', 'played', 'market', 'square', 'feast', 'king', 'give', 'half_kingdom', 'tortoise', 'rule', 'three_hundred', 'slave', 'work', 'farm', 'prince', 'also', 'give', 'father-in-law', 'hundred', 'woman', 'hundred', 'girl', 'work', 'tortoise', 'become', 'richest', 'kingdom', 'prince', 'wife', 'live', 'together', 'good', 'many_year', 'king', 'prince', 'rule', 'place', 'show', 'tortoise', 'wise', 'animal', 'moral', 'always', 'pretty', 'daughter', 'matter', 'poor', 'always', 'chance', 'king', 'fall_love', 'thus', 'become', 'member', 'royal', 'house', 'obtain', 'much', 'wealth']",chadic,sid66
87,nigerian,"The Affair of the Hippopotamus and the Tortoise; or, Why the Hippopotamus lives in the Water","Many years ago the hippopotamus, whose name was Isantim, was one of the biggest kings on the land; he was second only to the elephant. The hippo had seven large fat wives, of whom he was very fond. Now and then he used to give a big feast to the people, but a curious thing was that, although every one knew the hippo, no one, except his seven wives, knew his name.At one of the feasts, just as the people were about to sit down, the hippo said, “You have come to feed at my table, but none of you know my name. If you cannot tell my name, you shall all of you go away without your dinner.”Image from pixabay.org.As they could not guess his name, they had to go away and leave all the good food and tombo behind them. But before they left, the tortoise stood up and asked the hippopotamus what he would do if he told him his name at the next feast? So the hippo replied that he would be so ashamed of himself, that he and his whole family would leave the land, and for the future would dwell in the water.Now it was the custom for the hippo and his seven wives to go down every morning and evening to the river to wash and have a drink. Of this custom the tortoise was aware. The hippo used to walk first, and the seven wives followed. One day when they had gone down to the river to bathe, the tortoise made a small hole in the middle of the path, and then waited. When the hippo and his wives returned, two of the wives were some distance behind, so the tortoise came out from where he had been hiding, and half buried himself in the hole he had dug, leaving the greater part of his shell exposed. When the two hippo wives came along, the first one knocked her foot against the tortoise’s shell, and immediately called out to her husband, “Oh! Isantim, my husband, I have hurt my foot.” At this the tortoise was very glad, and went joyfully home, as he had found out the hippo’s name.When the next feast was given by the hippo, he made the same condition about his name; so the tortoise got up and said, “You promise you will not kill me if I tell you your name?” and the hippo promised. The tortoise then shouted as loud as he was able, “Your name is Isantim,” at which a cheer went up from all the people, and then they sat down to their dinner.When the feast was over, the hippo, with his seven wives, in accordance with his promise, went down to the river, and they have always lived in the water from that day till now; and although they come on shore to feed at night, you never find a hippo on the land in the daytime.","['many', 'year', 'hippopotamus', 'whose', 'name', 'isantim', 'king', 'land', 'second', 'elephant', 'hippo', 'seven', 'large', 'wife', 'fond', 'give', 'feast', 'people', 'curious', 'thing', 'although', 'every', 'knew', 'hippo', 'except', 'seven', 'wife', 'knew', 'name', 'feast', 'people', 'hippo', 'come', 'feed', 'table', 'none', 'know', 'name', 'tell', 'name', 'shall', 'away', 'without', 'dinner', 'image', 'pixabay', 'could', 'guess', 'name', 'away', 'leave', 'good', 'food', 'tombo', 'behind', 'left', 'tortoise', 'stood', 'hippopotamus', 'would', 'told', 'name', 'next', 'feast', 'hippo', 'reply', 'would', 'ashamed', 'whole', 'family', 'would', 'leave', 'land', 'future', 'would', 'dwell', 'water', 'custom', 'hippo', 'seven', 'wife', 'every', 'morning', 'even', 'river', 'wash', 'drink', 'custom', 'tortoise', 'aware', 'hippo', 'walk', 'first', 'seven', 'wife', 'follow', 'river', 'bathe', 'tortoise', 'make', 'small', 'hole', 'middle', 'path', 'wait', 'hippo', 'wife', 'return', 'wife', 'distance', 'behind', 'tortoise', 'come', 'hiding', 'half', 'bury', 'hole', 'leave', 'great', 'part', 'shell', 'expose', 'hippo', 'wife', 'come', 'along', 'first', 'knock', 'foot', 'tortoise', 'shell', 'immediately', 'call', 'husband', 'isantim', 'husband', 'hurt', 'foot', 'tortoise', 'glad', 'joyfully', 'home', 'found', 'hippo', 'name', 'next', 'feast', 'give', 'hippo', 'make', 'condition', 'name', 'tortoise', 'promise', 'kill', 'tell', 'name', 'hippo', 'promise', 'tortoise', 'shout', 'loud', 'able', 'name', 'isantim', 'cheer', 'people', 'dinner', 'feast', 'hippo', 'seven', 'wife', 'accordance', 'promise', 'river', 'always', 'live', 'water', 'till', 'although', 'come', 'shore', 'feed', 'night', 'never', 'find', 'hippo', 'land', 'daytime']","['many_year', 'hippopotamus', 'whose_name', 'isantim', 'king', 'land', 'second', 'elephant', 'hippo', 'seven', 'large', 'wife', 'fond', 'give', 'feast', 'people', 'curious', 'thing', 'although', 'every', 'knew', 'hippo', 'except', 'seven', 'wife', 'knew', 'name', 'feast', 'people', 'hippo', 'come', 'feed', 'table', 'none', 'know', 'name', 'tell', 'name', 'shall', 'away', 'without', 'dinner', 'image', 'pixabay', 'could', 'guess', 'name', 'away', 'leave', 'good', 'food', 'tombo', 'behind', 'left', 'tortoise', 'stood', 'hippopotamus', 'would', 'told', 'name', 'next', 'feast', 'hippo', 'reply', 'would', 'ashamed', 'whole_family', 'would', 'leave', 'land', 'future', 'would', 'dwell', 'water', 'custom', 'hippo', 'seven', 'wife', 'every_morning', 'even', 'river', 'wash', 'drink', 'custom', 'tortoise', 'aware', 'hippo', 'walk', 'first', 'seven', 'wife', 'follow', 'river', 'bathe', 'tortoise', 'make', 'small', 'hole', 'middle', 'path', 'wait', 'hippo', 'wife', 'return', 'wife', 'distance', 'behind', 'tortoise', 'come', 'hiding', 'half', 'bury', 'hole', 'leave', 'great', 'part', 'shell', 'expose', 'hippo', 'wife', 'come', 'along', 'first', 'knock', 'foot', 'tortoise', 'shell', 'immediately', 'call', 'husband', 'isantim', 'husband', 'hurt', 'foot', 'tortoise', 'glad', 'joyfully', 'home', 'found', 'hippo', 'name', 'next', 'feast', 'give', 'hippo', 'make', 'condition', 'name', 'tortoise', 'promise', 'kill', 'tell', 'name', 'hippo', 'promise', 'tortoise', 'shout', 'loud', 'able', 'name', 'isantim', 'cheer', 'people', 'dinner', 'feast', 'hippo', 'seven', 'wife', 'accordance', 'promise', 'river', 'always', 'live', 'water', 'till', 'although', 'come', 'shore', 'feed', 'night', 'never', 'find', 'hippo', 'land', 'daytime']",chadic,sid87
257,nigerian,"The Woman, the Ape, and the Child","Okun Archibong was one of King Archibong’s slaves, and lived on a farm near Calabar. He was a hunter, and used to kill bush buck and other kinds of antelopes and many monkeys. The skins he used to dry in the sun, and when they were properly cured, he used to sell them in the market; the monkey skins were used for making drums, and the antelope skins were used for sitting mats. The flesh, after it had been well smoked over a wood fire, he also sold, but he did not make much money.Okun Archibong married a slave woman of Duke’s house named Nkoyo. He paid a small dowry to the Dukes, took his wife home to his farm, and in the dry season time she had a son. About four months after the birth of the child Nkoyo took him to the farm while her husband was absent hunting. She placed the little boy under a shady tree and went about her work, which was clearing the ground for the yams which would be planted about two months before the rains. Every day while the mother was working a big ape used to come from the forest and play with the little boy; he used to hold him in his arms and carry him up a tree, and when Nkoyo had finished her work, he used to bring the baby back to her. There was a hunter named Edem Effiong who had for a long time been in love with Nkoyo, and had made advances to her, but she would have nothing to do with him, as she was very fond of her husband. When she had her little child Effiong Edem was very jealous, and meeting her one day on the farm without her baby, he said: “Where is your baby?”And she replied that a big ape had taken it up a tree and was looking after it for her. When Effiong Edem saw that the ape was a big one, he made up his mind to tell Nkoyo’s husband. The very next day he told Okun Archibong that he had seen his wife in the forest with a big ape. At first Okun would not believe this, but the hunter told him to come with him and he could see it with his own eyes. Okun Archibong therefore made up his mind to kill the ape. The next day he went with the other hunter to the farm and saw the ape up a tree playing with his son, so he took very careful aim and shot the ape, but it was not quite killed. It was so angry, and its strength was so great, that it tore the child limb from limb and threw it to the ground. This so enraged Okun Archibong that seeing his wife standing near he shot her also. He then ran home and told King Archibong what had taken place. This king was very brave and fond of fighting, so as he knew that King Duke would be certain to make war upon him, he immediately called in all his fighting men. When he was quite prepared he sent a messenger to tell King Duke what had happened. Duke was very angry, and sent the messenger back to King Archibong to say that he must send the hunter to him, so that he could kill him in any way he pleased. This Archibong refused to do, and said he would rather fight. Duke then got his men together, and both sides met and fought in the market square. Thirty men were killed of Duke’s men, and twenty were killed on Archibong’s side; there were also many wounded. On the whole King Archibong had the best of the fighting, and drove King Duke back. When the fighting was at its hottest the other chiefs sent out all the Egbo men with drums and stopped the fight, and the next day the palaver was tried in Egbo house. King Archibong was found guilty, and was ordered to pay six thousand rods to King Duke. He refused to pay this amount to Duke, and said he would rather go on fighting, but he did not mind paying the six thousand rods to the town, as the Egbos had decided the case. They were about to commence fighting again when the whole country rose up and said they would not have any more fighting, as Archibong said to Duke that the woman’s death was not really the fault of his slave Okun Archibong, but of Effiong Edem, who made the false report. When Duke heard this he agreed to leave the whole matter to the chiefs to decide, and Effiong Edem was called to take his place on the stone. He was tried and found guilty, and two Egbos came out armed with cutting whips and gave him two hundred lashes on his bare back, and then cut off his head and sent it to Duke, who placed it before his Ju Ju. From that time to the present all apes and monkeys have been frightened of human beings; and even of little children. The Egbos also passed a law that a chief should not allow one of his men slaves to marry a woman slave of another house, as it would probably lead to fighting.","['okun', 'archibong', 'king', 'archibong', 'slave', 'live', 'farm', 'near', 'calabar', 'hunter', 'kill', 'bush', 'buck', 'kind', 'antelope', 'many', 'monkey', 'skin', 'properly', 'cure', 'sell', 'market', 'monkey', 'skin', 'make', 'drum', 'antelope', 'skin', 'flesh', 'well', 'smoke', 'wood', 'fire', 'also', 'sell', 'make', 'much', 'money', 'okun', 'archibong', 'married', 'slave', 'woman', 'duke', 'house', 'name', 'nkoyo', 'paid', 'small', 'dowry', 'duke', 'take', 'wife', 'home', 'farm', 'season', 'time', 'four', 'month', 'birth', 'child', 'nkoyo', 'take', 'farm', 'husband', 'absent', 'hunt', 'place', 'little', 'shady', 'tree', 'work', 'clearing', 'ground', 'would', 'plant', 'month', 'rain', 'every', 'mother', 'work', 'come', 'forest', 'play', 'little', 'hold', 'carry', 'tree', 'nkoyo', 'finish', 'work', 'bring', 'baby', 'back', 'hunter', 'name', 'edem', 'effiong', 'long', 'time', 'love', 'nkoyo', 'make', 'advance', 'would', 'nothing', 'fond', 'husband', 'little', 'child', 'effiong', 'edem', 'jealous', 'meeting', 'farm', 'without', 'baby', 'baby', 'reply', 'take', 'tree', 'look', 'effiong', 'edem', 'make', 'mind', 'tell', 'nkoyo', 'husband', 'next', 'told', 'okun', 'archibong', 'wife', 'forest', 'first', 'okun', 'would', 'believe', 'hunter', 'told', 'come', 'could', 'okun', 'archibong', 'therefore', 'make', 'mind', 'kill', 'next', 'hunter', 'farm', 'tree', 'play', 'take', 'careful', 'shot', 'quite', 'kill', 'angry', 'strength', 'great', 'tore', 'child', 'limb', 'limb', 'threw', 'ground', 'enrage', 'okun', 'archibong', 'wife', 'stand', 'near', 'shot', 'also', 'home', 'told', 'king', 'archibong', 'take', 'place', 'king', 'brave', 'fond', 'fight', 'knew', 'king', 'duke', 'would', 'certain', 'make', 'upon', 'immediately', 'call', 'fight', 'quite', 'prepared', 'sent', 'messenger', 'tell', 'king', 'duke', 'happen', 'duke', 'angry', 'sent', 'messenger', 'back', 'king', 'archibong', 'must', 'send', 'hunter', 'could', 'kill', 'pleased', 'archibong', 'refuse', 'would', 'rather', 'fight', 'duke', 'together', 'side', 'fought', 'market', 'square', 'thirty', 'kill', 'duke', 'twenty', 'kill', 'archibong', 'side', 'also', 'many', 'wound', 'whole', 'king', 'archibong', 'best', 'fight', 'drove', 'king', 'duke', 'back', 'fight', 'hottest', 'chief', 'sent', 'egbo', 'drum', 'stop', 'fight', 'next', 'palaver', 'egbo', 'house', 'king', 'archibong', 'found', 'guilty', 'order', 'thousand', 'king', 'duke', 'refuse', 'amount', 'duke', 'would', 'rather', 'fight', 'mind', 'thousand', 'town', 'egbos', 'decide', 'case', 'commence', 'fight', 'whole', 'country', 'rise', 'would', 'fight', 'archibong', 'duke', 'woman', 'death', 'really', 'fault', 'slave', 'okun', 'archibong', 'effiong', 'edem', 'make', 'false', 'report', 'duke', 'heard', 'agree', 'leave', 'whole', 'matter', 'chief', 'decide', 'effiong', 'edem', 'call', 'take', 'place', 'stone', 'found', 'guilty', 'egbos', 'come', 'whip', 'give', 'hundred', 'lash', 'bare', 'back', 'head', 'sent', 'duke', 'place', 'time', 'present', 'monkey', 'frighten', 'human', 'being', 'even', 'little', 'child', 'egbos', 'also', 'pass', 'chief', 'allow', 'slave', 'marry', 'woman', 'slave', 'another', 'house', 'would', 'probably', 'lead', 'fight']","['okun', 'archibong', 'king', 'archibong', 'slave', 'live', 'farm', 'near', 'calabar', 'hunter', 'kill', 'bush', 'buck', 'kind', 'antelope', 'many', 'monkey', 'skin', 'properly', 'cure', 'sell', 'market', 'monkey', 'skin', 'make', 'drum', 'antelope', 'skin_flesh', 'well', 'smoke', 'wood', 'fire', 'also', 'sell', 'make', 'much', 'money', 'okun', 'archibong', 'married', 'slave', 'woman', 'duke', 'house', 'name', 'nkoyo', 'paid', 'small', 'dowry', 'duke', 'take', 'wife', 'home', 'farm', 'season', 'time', 'four', 'month', 'birth', 'child', 'nkoyo', 'take', 'farm', 'husband', 'absent', 'hunt', 'place', 'little', 'shady_tree', 'work', 'clearing', 'ground', 'would', 'plant', 'month', 'rain', 'every', 'mother', 'work', 'come', 'forest', 'play', 'little', 'hold', 'carry', 'tree', 'nkoyo', 'finish_work', 'bring', 'baby', 'back', 'hunter', 'name', 'edem', 'effiong', 'long_time', 'love', 'nkoyo', 'make', 'advance', 'would', 'nothing', 'fond', 'husband', 'little', 'child', 'effiong', 'edem', 'jealous', 'meeting', 'farm', 'without', 'baby', 'baby', 'reply', 'take', 'tree', 'look', 'effiong', 'edem', 'make_mind', 'tell', 'nkoyo', 'husband', 'next', 'told', 'okun', 'archibong', 'wife', 'forest', 'first', 'okun', 'would', 'believe', 'hunter', 'told', 'come', 'could', 'okun', 'archibong', 'therefore', 'make_mind', 'kill', 'next', 'hunter', 'farm', 'tree', 'play', 'take', 'careful', 'shot', 'quite', 'kill', 'angry', 'strength', 'great', 'tore', 'child', 'limb', 'limb', 'threw', 'ground', 'enrage', 'okun', 'archibong', 'wife', 'stand', 'near', 'shot', 'also', 'home', 'told', 'king', 'archibong', 'take', 'place', 'king', 'brave', 'fond', 'fight', 'knew', 'king', 'duke', 'would', 'certain', 'make', 'upon', 'immediately', 'call', 'fight', 'quite', 'prepared', 'sent_messenger', 'tell', 'king', 'duke', 'happen', 'duke', 'angry', 'sent_messenger', 'back', 'king', 'archibong', 'must', 'send', 'hunter', 'could', 'kill', 'pleased', 'archibong', 'refuse', 'would_rather', 'fight', 'duke', 'together', 'side', 'fought', 'market', 'square', 'thirty', 'kill', 'duke', 'twenty', 'kill', 'archibong', 'side', 'also', 'many', 'wound', 'whole', 'king', 'archibong', 'best', 'fight', 'drove', 'king', 'duke', 'back', 'fight', 'hottest', 'chief', 'sent', 'egbo', 'drum', 'stop', 'fight', 'next', 'palaver', 'egbo', 'house', 'king', 'archibong', 'found', 'guilty', 'order', 'thousand', 'king', 'duke', 'refuse', 'amount', 'duke', 'would_rather', 'fight', 'mind', 'thousand', 'town', 'egbos', 'decide', 'case', 'commence', 'fight', 'whole_country', 'rise', 'would', 'fight', 'archibong', 'duke', 'woman', 'death', 'really', 'fault', 'slave', 'okun', 'archibong', 'effiong', 'edem', 'make', 'false', 'report', 'duke', 'heard', 'agree', 'leave', 'whole', 'matter', 'chief', 'decide', 'effiong', 'edem', 'call', 'take', 'place', 'stone', 'found', 'guilty', 'egbos', 'come', 'whip', 'give', 'hundred', 'lash', 'bare', 'back', 'head', 'sent', 'duke', 'place', 'time', 'present', 'monkey', 'frighten', 'human_being', 'even', 'little', 'child', 'egbos', 'also', 'pass', 'chief', 'allow', 'slave', 'marry', 'woman', 'slave', 'another', 'house', 'would_probably', 'lead', 'fight']",chadic,sid257
