lemma,albanian,armenic,austronesian,bantu,celtic,chadic,east_asia,germanic,hellenic,hindustani,italic,native_american,native_cana,semitic,slavic,turkic,uralic,urgic
might,0.0,0.0,0.00099261018344094,0.0,0.001004956092369975,0.0,0.0014651930935303998,0.00143946199429457,0.0019104318464545,0.00097728440229035,0.0007119898301882875,0.001554107711619,0.0,0.0,0.0004696716321618889,0.0,0.0,0.0
barber,0.0,0.0,0.00014795884054072,0.0,0.0,0.0,0.0,9.714632665452335e-06,0.0,0.0003508200418478,0.0,0.0,0.0,0.0,4.4466042236377784e-05,0.0,0.0,0.0
husband,0.0,0.0,0.0008229667944135001,0.0,0.000743375229387775,0.0,0.0010699669861729667,0.0004690102453774,0.0006886440376754,0.001929510230163,0.0004345072955585875,0.0013320923242449,0.0,0.0,0.00041061060206945554,0.0,0.0,0.0
left,0.0,0.0,0.0010711193402737399,0.0,0.001224943874447725,0.0,0.0012287893368726,0.00098106752922578,0.0022658610271903,0.00105872476914785,0.000551085972933675,0.0028691219291429,0.0,0.0,0.0007539315859817445,0.0,0.0,0.0
tell,0.0,0.0,0.00120041031824462,0.0,0.0018829445313330502,0.0,0.0014795911179723998,0.00128335166197718,0.0028434334458859,0.00162254269354615,0.00094975388743365,0.0029886686761905,0.0,0.0,0.001394062198305778,0.0,0.0,0.0
answer,0.0,0.0,0.00106343451179262,0.0,0.0014096575662338,0.0,0.0017040919150607666,0.0010708853173219302,0.0025768615603341,0.00135316301855585,0.0011401926755229374,0.0027324970753742,0.0,0.0,0.0011110642513198776,0.0,0.0,0.0
love,0.0,0.0,0.00022399552008958002,0.0,0.0006000288971605,0.0,0.0021138731190254666,0.0008480144098632,0.0016660742846987,0.0010211369075213,0.0008603862108852875,0.0009392958696598,0.0,0.0,0.0006241642155159,0.0,0.0,0.0
head,0.0,0.0,0.0013390375813439799,0.0,0.0022981366159735,0.0,0.0019664084977597668,0.0019249752973392702,0.0036431491025413,0.00164760126796385,0.0009477577476798374,0.0039962769727348,0.0,0.0,0.0014480425219871888,0.0,0.0,0.0
become,0.0,0.0,0.00127096254227982,0.0,0.0005834655372391,0.0,0.0014889249990295667,0.00126019908179243,0.0024213612937622,0.001591219475524,0.000543446843109975,0.001835896472517,0.0,0.0,0.0006245537674046667,0.0,0.0,0.0
face,0.0,0.0,0.00038650299695598,0.0,0.000803412279072175,0.0,0.0020158221434951667,0.0007225122323104201,0.002621290207926,0.00078308045055315,0.00047531497732995,0.0025019426346395,0.0,0.0,0.00043990105517155556,0.0,0.0,0.0
city,0.0,0.0,0.00024211446633936,0.0,0.0001577418015774,0.0,0.0009952597581716,0.00024063902703309,0.0016882886084947,0.00078934509415755,0.000175189926670925,0.0003586402411428,0.0,0.0,0.0005231378649969,0.0,0.0,0.0
marry,0.0,0.0,0.00014795884054072,0.0,0.000272009913391775,0.0,0.00026916444376953334,0.00025228173057031,0.0003332148569397,0.0005951411424204,0.0003234437259569375,0.0003671792945034,0.0,0.0,0.00035118653393661115,0.0,0.0,0.0
longstaff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brought,0.0,0.0,0.00106233667915246,0.0,0.0009488033811367251,0.0,0.0013431791266959668,0.00111162177426925,0.0019326461702505,0.0011652237104231,0.000605505034764225,0.0016736544586667,0.0,0.0,0.0006057863416805,0.0,0.0,0.0
return,0.0,0.0,0.00141287859561254,0.0,0.0009469638125228251,0.0,0.0014473756609961334,0.0005653267550596,0.0015105740181268,0.0018605991505143,0.0006609148169144,0.0021603805002177,0.0,0.0,0.000887601476823089,0.0,0.0,0.0
girl,0.0,0.0,0.0010779831481183,0.0,0.0006726834079481001,0.0,0.0014872152949834336,0.0013588814869197501,0.0010440732184112,0.00083319759938855,0.0006554011790524126,0.0032277621702858,0.0,0.0,0.001375367562925678,0.0,0.0,0.0
three,0.0,0.0,0.00066951879067198,0.0,0.00171904790012155,0.0,0.0014422375039716666,0.00135289707988003,0.002621290207926,0.0010963126307744,0.0006046862940846374,0.0017078106721088,0.0,0.0,0.0015206261590066889,0.0,0.0,0.0
sister,0.0,0.0,0.0007417130559803,0.0,0.00057093015662525,0.0,0.0005268140859399332,0.00058751849585731,0.0016882886084947,0.00053249470637615,0.000597363195223425,0.0020835290199728,0.0,0.0,0.0005864573754166889,0.0,0.0,0.0
think,0.0,0.0,0.00072881116861486,0.0,0.00144685330562875,0.0,0.0013655154724795332,0.00122771177639045,0.001266216456371,0.00207359703306475,0.00065520127109475,0.0016651154053061,0.0,0.0,0.0008978085408326777,0.0,0.0,0.0
carry,0.0,0.0,0.00135139055238934,0.0,0.001100492953691725,0.0,0.0015743707126897332,0.00114590522538387,0.0029322907410698,0.00112763584879655,0.0006823093781197375,0.0020152165930884,0.0,0.0,0.0009268541668060332,0.0,0.0,0.0
without,0.0,0.0,0.00048285428803494,0.0,0.001083785952914025,0.0,0.0012741552858545333,0.00088536396777047,0.0018882175226586,0.00144713267262225,0.0008395516859437376,0.0017675840456327,0.0,0.0,0.0008627555526087333,0.0,0.0,0.0
money,0.0,0.0,0.00032281928845248,0.0,0.000527312826005875,0.0,0.0008400969462551668,0.00061610691323524,0.0003554291807357,0.00071416937090445,0.000385960529984675,0.0005721165751564,0.0,0.0,0.0004962664382994555,0.0,0.0,0.0
island,0.0,0.0,0.00057838455847736,0.0,0.0002656704026567,0.0,0.0005730394093879,0.00020920047061733,0.0009996445708192,6.891107964865e-05,6.5475735783575e-05,0.0010332254566258,0.0,0.0,0.00022273994887305555,0.0,0.0,0.0
people,0.0,0.0,0.00359218560467042,0.0,0.00157570156789425,0.0,0.0017449389507935,0.00134623509984114,0.0033321485693975,0.00107751869996115,0.0004447746270611125,0.0061310403128709,0.0,0.0,0.0007670084110000444,0.0,0.0,0.0
friend,0.0,0.0,0.00068736092491814,0.0,0.0008078096205817,0.0,0.0011749398364135665,0.00053001264735831,0.0021325750844144,0.0015160437522709,0.00047693775957458745,0.0019469041662041,0.0,0.0,0.0003099702260946222,0.0,0.0,0.0
seem,0.0,0.0,0.00055010830646254,0.0,0.00109214971336405,0.0,0.0016815984971119333,0.00109940839986781,0.0012217878087791,0.0006703168656735,0.000532807624009725,0.0015797248717007,0.0,0.0,0.00036038452512576665,0.0,0.0,0.0
thing,0.0,0.0,0.0005597166959075,0.0,0.0015092224068630749,0.0,0.0016679858334963666,0.00177097756688518,0.0027323618269059,0.00137822159297355,0.0007944650919313124,0.0024934035812789,0.0,0.0,0.0006545009107199,0.0,0.0,0.0
knew,0.0,0.0,0.0011422157729419,0.0,0.00102139633155735,0.0,0.0013585105392436667,0.0012126985780125201,0.0021992180558023,0.00092716725345495,0.00039740526056143753,0.002023755646449,0.0,0.0,0.0005461344298980111,0.0,0.0,0.0
another,0.0,0.0,0.0007170071138895799,0.0,0.001260197444617075,0.0,0.0011834233878906667,0.00114785830581822,0.0024435756175582,0.00100234297670805,0.0008037975597494125,0.0022799272472653,0.0,0.0,0.000807482784345989,0.0,0.0,0.0
turn,0.0,0.0,0.0011751554598338199,0.0,0.0013226075860960748,0.0,0.0017860261172170666,0.00121363855398571,0.0030433623600497,0.00123413479007175,0.0008214306175453125,0.0024507083144762,0.0,0.0,0.0009217677576571778,0.0,0.0,0.0
death,0.0,0.0,0.00018199636007278,0.0,0.000433943855255375,0.0,0.0010758814591378667,0.00054221800610641,0.0015994313133108,0.00081440366857525,0.0003542280815270625,0.000768514802449,0.0,0.0,0.0006559607662781778,0.0,0.0,0.0
window,0.0,0.0,0.0,0.0,0.000382024324553,0.0,0.00013960031356376667,0.00070008137397389,0.0003776435045317,0.00023805645696815,0.0004113899981297875,0.00078559290917,0.0,0.0,0.0004807062499716889,0.0,0.0,0.0
order,0.0,0.0,0.00034972089582352,0.0,0.00057520437740075,0.0,0.0016021412700563667,0.00055416412269743,0.0008663586280433,0.00137822159297355,0.0007318468640132875,0.0006318899486802,0.0,0.0,0.0008169577711162778,0.0,0.0,0.0
garden,0.0,0.0,0.0,0.0,0.000273972602739725,0.0,0.0008240722762926666,0.0005990453631231701,0.0016216456371068,0.00097728440229035,0.0002308731123514625,0.0002647106541768,0.0,0.0,0.0003493035826864889,0.0,0.0,0.0
life,0.0,0.0,0.0007137136159691,0.0,0.0011252969533291249,0.0,0.0025598253733083334,0.0010525381066895001,0.0021325750844144,0.0017666294964479,0.000721350226324025,0.0019127479527619,0.0,0.0,0.0009480784901250666,0.0,0.0,0.0
fear,0.0,0.0,0.0008089670744079,0.0,0.00041523312488507503,0.0,0.0008461684913853334,0.00037693368126349,0.001310645103963,0.0009021086790372,0.00033714183079187497,0.0010246864032653,0.0,0.0,0.00033630001930107776,0.0,0.0,0.0
maid,0.0,0.0,0.0,0.0,0.000186799501867975,0.0,0.0005162326724464666,0.00024356175738225998,0.0,7.51757232531e-05,8.57355253468125e-05,0.0001195467470476,0.0,0.0,9.259825962556667e-05,0.0,0.0,0.0
nothing,0.0,0.0,0.00086661270339054,0.0,0.001274716034701175,0.0,0.0014473756609961334,0.0014004285482825999,0.0021103607606184,0.0012403994336762,0.0008801006632993,0.0015711858183401,0.0,0.0,0.0010848859340744667,0.0,0.0,0.0
saint,0.0,0.0,0.0,0.0,0.000261703983716175,0.0,0.00032215456976256667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
name,0.0,0.0,0.0008734765112351,0.0,0.000751595348981475,0.0,0.0015790376532183,0.00078251976610548,0.0020659321130264,0.0008457268865974,0.00045311637455957497,0.0021945367136599,0.0,0.0,0.00048004530897204447,0.0,0.0,0.0
want,0.0,0.0,0.00130252758452798,0.0,0.001195722013178475,0.0,0.0009635155176911667,0.0012585015440044801,0.0016438599609027,0.001635071980755,0.000626511539345825,0.0029118171959456,0.0,0.0,0.0012069463085656,0.0,0.0,0.0
mule,0.0,0.0,0.0,0.0,0.0,0.0,8.053864244063333e-05,1.376239627605e-05,0.0,6.264643604425e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exclaim,0.0,0.0,0.0,0.0,0.0001890084326839,0.0,0.00020325491157580002,0.00021414336400006002,0.0002887862093477,0.0001566160901106,0.00022398069754612498,0.0004013355079455,0.0,0.0,0.00010587353900934445,0.0,0.0,0.0
year,0.0,0.0,0.0002690160737104,0.0,0.0010048740118806501,0.0,0.0015338287764016332,0.00087539720359401,0.0018215745512706,0.00075802187613545,0.00025350239917769997,0.0016651154053061,0.0,0.0,0.0005155804983436668,0.0,0.0,0.0
every,0.0,0.0,0.0008084181580878199,0.0,0.00161318458900185,0.0,0.0016416017909593999,0.00150978857460186,0.0027990047982939,0.0016100134063373,0.00061450824241675,0.0025019426346395,0.0,0.0,0.0006994959018885,0.0,0.0,0.0
foot,0.0,0.0,0.0008564553976254999,0.0,0.0011896903042784,0.0,0.0012985154800148,0.00082596399010472,0.002665718855518,0.00081440366857525,0.0005717911456673125,0.0028691219291429,0.0,0.0,0.0006385564982199444,0.0,0.0,0.0
brother,0.0,0.0,0.00095637699862854,0.0,0.0011172204745918,0.0,0.0013523649804738668,0.00106437209463765,0.0008663586280433,0.00109004798717,0.0005737431880775375,0.003074059209796,0.0,0.0,0.0015408851855864445,0.0,0.0,0.0
land,0.0,0.0,0.0009212416464563,0.0,0.00084502588009895,0.0,0.0012938485394862,0.00070893025011789,0.0039097209880931,0.00033829075463895,0.0001774300717260125,0.0016309591918639,0.0,0.0,0.00030062293247146664,0.0,0.0,0.0
royal,0.0,0.0,0.0,0.0,9.1324200913225e-05,0.0,0.00013423107073439998,0.00015533999723676,0.0003998578283277,0.00031323218022125,9.7394862995775e-05,0.0001537029604898,0.0,0.0,0.0002525423674282889,0.0,0.0,0.0
knight,0.0,0.0,0.0,0.0,0.00040075557504562503,0.0,0.00033554519245913335,0.00027244520715864,0.0,0.0,4.22864126935625e-05,0.0,0.0,0.0,0.00037121143695451113,0.0,0.0,0.0
master,0.0,0.0,0.000336270092138,0.0,0.0003924533749626,0.0,0.0013878427733771666,0.00066750627037116,0.0019326461702505,0.00088957939182835,0.0004364887361978625,0.0003671792945034,0.0,0.0,0.0006022057858319001,0.0,0.0,0.0
promise,0.0,0.0,0.0004784629574743,0.0,0.00033842751405595,0.0,0.0006264176933511333,0.00043580364331018996,0.001332859427759,0.00088957939182835,0.0004299417505840875,0.0009905301898231,0.0,0.0,0.0005011320337533889,0.0,0.0,0.0
ring,0.0,0.0,0.0005311683395762201,0.0,0.00043807443517455,0.0,0.00017181577054003333,0.00042889981638077993,0.0009552159232272,0.0005199654191673,0.00026521906337335,0.0002817887608979,0.0,0.0,0.00024730425169847776,0.0,0.0,0.0
archbishop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enter,0.0,0.0,0.00021521285896832,0.0,0.000537823956904825,0.0,0.0008310681646425999,0.00043175517448308003,0.0003110005331437,0.00055755328079385,0.0003722771242642875,0.0010417645099864,0.0,0.0,0.00039138669086963334,0.0,0.0,0.0
youth,0.0,0.0,0.0,0.0,0.0002720304335141,0.0,0.0008471018794910332,0.00037592307819076,0.00259907588413,0.00021299788255045,0.000353093309884975,0.0003330230810612,0.0,0.0,0.0003430782821768,0.0,0.0,0.0
forest,0.0,0.0,0.00032281928845248,0.0,0.000224159402241575,0.0,0.0003167113132935,0.0009149363160044201,0.0010218588946152,0.0006452582912558,0.0001931243163147625,0.001349170430966,0.0,0.0,0.0007837513630373556,0.0,0.0,0.0
heart,0.0,0.0,0.0,0.0,0.0010692878829522252,0.0,0.002028427405365367,0.0011404112569908102,0.0020659321130264,0.00073922794532215,0.0007009037580061874,0.0018188183657959,0.0,0.0,0.0004966287262973,0.0,0.0,0.0
dear,0.0,0.0,0.0,0.0,9.962640099625e-05,0.0,0.0007714703082699,0.0006196552288187001,0.0006442153900835,0.0008519915302018,0.0004109019875272375,0.0001451639071292,0.0,0.0,0.0009281671722110334,0.0,0.0,0.0
moor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011035678679289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rest,0.0,0.0,0.00049575617540038,0.0,0.0007515543087368,0.0,0.0008415015508567333,0.00082193164057239,0.0016438599609027,0.00078934509415755,0.0003204568658834875,0.0011100769368707,0.0,0.0,0.0003430761567835445,0.0,0.0,0.0
pablo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grow,0.0,0.0,0.00135990110919414,0.0,0.00057299544658485,0.0,0.0017531174028259334,0.00096709808074709,0.0022214323795983,0.00061393507323365,0.0003508399356268125,0.0019725213262857,0.0,0.0,0.0006346334651545888,0.0,0.0,0.0
side,0.0,0.0,0.00086551487075038,0.0,0.000809710749562625,0.0,0.0010471684687795334,0.0007322532358575,0.0015994313133108,0.00051370077556285,0.00027173812066951246,0.0019639822729252,0.0,0.0,0.0003588196145034889,0.0,0.0,0.0
dress,0.0,0.0,0.0,0.0,0.0004588299353821,0.0,0.0006010500974454666,0.0006480228866962499,0.0005109294473076,0.0004322604087053,0.0004925746776166625,0.0006575071087619,0.0,0.0,0.0004016967326837667,0.0,0.0,0.0
help,0.0,0.0,0.00073732172541966,0.0,0.000718283948037725,0.0,0.0010393872196032001,0.0007869902944181,0.0019104318464545,0.00097728440229035,0.00046950000762,0.0016565763519456,0.0,0.0,0.0009107579995913223,0.0,0.0,0.0
cross,0.0,0.0,0.00032885736797334,0.0,0.00026992410330987503,0.0,0.0003230139442285667,0.00023134377067123997,0.0003998578283277,0.0001252928720885,9.4982738300625e-05,0.0007941319625306,0.0,0.0,0.0003058706267043444,0.0,0.0,0.0
robber,0.0,0.0,0.0,0.0,0.0,0.0,9.127712809936667e-05,0.0001939498823109,0.0009107872756353,0.00081440366857525,9.65761223162e-05,8.53905336054445e-05,0.0,0.0,0.0,0.0,0.0,0.0
wait,0.0,0.0,0.00089186756180134,0.0,0.000336239103362375,0.0,0.0013753205700325667,0.00051719282631302,0.0016660742846987,0.00080813902497085,0.0003895794519831375,0.0016736544586667,0.0,0.0,0.0007072344606744556,0.0,0.0,0.0
kill,0.0,0.0,0.0021046308510913403,0.0,0.000834555789444675,0.0,0.0007350500823749334,0.00052539142064228,0.0027767904744979,0.001635071980755,0.0003751772595619875,0.0045427763878096,0.0,0.0,0.0005433453354982223,0.0,0.0,0.0
work,0.0,0.0,0.00055806994694726,0.0,0.000809710749562625,0.0,0.0011226520127213333,0.00109225474525408,0.0017993602274746,0.00050743613195845,0.0003618672113507625,0.0015626467649796,0.0,0.0,0.0006416176836394,0.0,0.0,0.0
moment,0.0,0.0,0.0,0.0,0.0005791913164636001,0.0,0.0010498115609314334,0.00059389793903563,0.001355073751555,0.00070790472730005,0.00049436943950135,0.0010332254566258,0.0,0.0,0.0006746765396563,0.0,0.0,0.0
receive,0.0,0.0,0.00018831125159728,0.0,0.000371738914999725,0.0,0.0006242367728091666,0.00036575457660419,0.0004220721521236,0.00039467254707875,0.000312143046702625,0.0004440307747483,0.0,0.0,0.00024252390052744447,0.0,0.0,0.0
horse,0.0,0.0,0.00016140964422624,0.0,0.001469981897630875,0.0,0.00043724666188670004,0.00104000512515891,0.0025546472365381,0.00113390049240095,0.000624142042082825,0.0014772562313741,0.0,0.0,0.0013538202462835,0.0,0.0,0.0
sleep,0.0,0.0,0.00045485484802373997,0.0,0.00064151937745325,0.0,0.0006508519011511,0.0007343426294499199,0.001244002132575,0.0006264643604425,0.00028499084233403753,0.0012893970574422,0.0,0.0,0.0005637024353210111,0.0,0.0,0.0
servant,0.0,0.0,0.0,0.0,0.000276181533555625,0.0,0.0008604094436620333,0.00044484348117103,0.0005553580948995,0.00108378334356555,0.00033722708565617497,0.0003586402411428,0.0,0.0,0.00041853520941579996,0.0,0.0,0.0
fair,0.0,0.0,0.0,0.0,0.000199252801992525,0.0,0.0005632343118349,0.00029300992840693,0.0020881464368224,0.0003508200418478,0.0002028448407566,0.000204937280653,0.0,0.0,0.00022181932265883333,0.0,0.0,0.0
maria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hurry,0.0,0.0,0.0004672078190691,0.0,0.000244914902449125,0.0,0.00035950818376323334,0.00021410039240995,0.0004665007997156,0.0002756443185947,0.00010514864591285,0.0009392958696598,0.0,0.0,0.0003425741448547667,0.0,0.0,0.0
approach,0.0,0.0,0.0,0.0,0.00029904336396745,0.0,0.00028006000159356664,0.00014267866393605,0.0005775724186955,0.00031949682382565,0.000134411643128625,0.0007002023755646,0.0,0.0,0.0001255817767501,0.0,0.0,0.0
honoria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
