,lemma,portuguese,north_american_native,english,german,scottish,danish,french,italian,greek,irish,nordic,scandinavian,russian,slavic,czechoslovak,japanese,chinese,indian,philippine,australian_ethnic,diff
44,face,0.0,0.0025019426346395237,0.0017568727664756733,0.0015705322809147946,0.0009886594940389647,0.0008097540661222035,0.001789670111417877,0.0020128497072218606,0.0026212902079260705,0.0022249896222498963,0.001478651962294375,0.001609311247297495,0.001094578416281854,0.0013720950175799675,0.0014924360626823146,0.003389691229944327,0.0026577752005412197,0.001566160901106336,0.0006725401842760105,0.00125997480050399,0.01726053540847923
45,city,0.0,0.00035864024114286693,0.0,0.00036429872495446266,0.0,0.00037017328737015015,0.00042559228259327563,0.0009759271307742355,0.0016882886084947574,0.0006309672063096721,0.0009241574764339844,0.0007477607815725735,0.002650932101932615,0.0009719006374524769,0.001085408045587138,0.0006984818292006492,0.002287297445314262,0.0015786901883151868,0.001210572331696819,0.0,0.01726053540847923
46,marry,0.0,0.0003671792945034113,0.001058116552536485,0.0003804897793968832,0.000639720849084036,0.0006940749138190315,0.0017132817530036994,0.0008742680546519194,0.00033321485693975475,0.00044831880448318803,0.0,0.00039013605995090786,0.0008209338122113904,0.0014578509561787153,0.0008818940370395495,0.000308153748176757,0.0004993395831319867,0.0011902822848408154,0.0007397942027036115,0.0,0.01726053540847923
47,longstaff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01726053540847923
48,brought,0.0,0.0016736544586667121,0.00211623310507297,0.0027767658368751265,0.0015702239022971794,0.0018508664368507507,0.0023025633750559274,0.002541476903057905,0.0019326461702505776,0.0022249896222498963,0.0026492514324440884,0.0017231009314498432,0.002137848469300496,0.001143412514649973,0.002170816091174276,0.001951640405119461,0.00207789697496859,0.002330447420846228,0.0036317169950904568,0.0016799664006719867,0.01726053540847923
49,return,0.0,0.002160380500217746,0.0011579388688135119,0.001578627808136005,0.002907822041291073,0.0011105198621104504,0.0020952235450745877,0.0031920949902407287,0.0015105740181268882,0.0008800332088003321,0.0005544944858603907,0.0012516865256758294,0.0018984094407388404,0.003172969728153675,0.0029170341225154333,0.0022803377365080016,0.002061789246480461,0.0037211983010286545,0.0035644629766628556,0.003499930001399972,0.01726053540847923
50,girl,0.0,0.0032277621702858023,0.0039729281878256705,0.0030034405990690145,0.0011631288165164292,0.001966545589153923,0.002193437148749959,0.003049772283669486,0.0010440732184112316,0.0015276048152760482,0.0012322099685786458,0.003413690524570444,0.003933641183512912,0.00545979475745362,0.0029848721253646292,0.0020132711547548123,0.002448374730195548,0.0016663951987771417,0.0034299549398076534,0.0019599608007839844,0.01726053540847923
51,three,0.0,0.00170781067210889,0.003813212481782427,0.004128718882817244,0.00279150915963943,0.002174768063299632,0.001909708960354442,0.0029277813923227064,0.0026212902079260705,0.004084682440846824,0.0017867044544390364,0.0016255669164621162,0.004155977424320164,0.004916673812994883,0.004612984193745336,0.0019105532386958933,0.0024161592732192907,0.0021926252615488704,0.0020176205528280315,0.0013299734005319894,0.01726053540847923
52,sister,0.0,0.0020835290199728456,0.001537263670666214,0.0015948188625784254,0.0008723466123873219,0.0011105198621104504,0.0016478060172201185,0.003131099544567339,0.0016882886084947574,0.00141137401411374,0.001047378473291849,0.0005852040899263618,0.0017957927142124167,0.001515021581911214,0.0019673020826266874,0.0009039176613184871,0.0006765245965014014,0.0010649894127523086,0.0017486044791176273,0.0019599608007839844,0.01726053540847923
53,think,0.0,0.0016651154053061677,0.0028748827087783746,0.001845780206435944,0.0011049723756906078,0.0026143488420516856,0.003655728581249932,0.0015858815875081328,0.001266216456371068,0.004682440846824409,0.002341198940299427,0.0026009070663393858,0.0021549512570549,0.002601263470828688,0.00332406213961061,0.0024857735686258397,0.0016107728488128604,0.004147194066129578,0.0016140964422624252,0.002029959400811984,0.01726053540847923
54,carry,0.0,0.00201521659308849,0.002076304178562159,0.003052013762396276,0.002558883396336144,0.002290447215602804,0.002368039110839508,0.0030904359141184124,0.002932290741069842,0.0018430884184308842,0.0019920727825354775,0.0020482143147422666,0.0018984094407388404,0.0029157019123574306,0.003527576148158198,0.0024035992357787045,0.002319512902290519,0.002255271697593124,0.004237003160938866,0.00251994960100798,0.01726053540847923
55,without,0.0,0.0017675840456327012,0.0020363752520513485,0.002080550495851042,0.0019773189880779294,0.0011336556925710848,0.0036666412038805288,0.003049772283669486,0.0018882175226586104,0.0023578248235782483,0.0017661676216293924,0.0018368906156021913,0.002274670771335728,0.003115799102421176,0.002374330099721864,0.0016640302401544878,0.002158435617409233,0.0028942653452445092,0.0008743022395588136,0.0015399692006159878,0.01726053540847923
56,money,0.0,0.0005721165751564781,0.0017768372297310786,0.001845780206435944,0.0006978772899098575,0.001619508132244407,0.0008511845651865513,0.0022364996746909566,0.00035542918073573843,0.00141137401411374,0.00043127348900252606,0.00048767007493863483,0.0014879425346331452,0.0009433153245862276,0.0020351400854758837,0.0007806561620477844,0.0017396346767178893,0.0014283387418089785,0.0016140964422624252,0.0,0.01726053540847923
57,island,0.0,0.0010332254566258784,0.0005590049711513506,0.0,0.0,0.00041644494829141894,0.0005238058862686469,0.0,0.0009996445708192643,0.001062681610626816,0.00028751565933501737,0.0008290391273956792,0.001111681204036258,0.00048595031872623846,0.0004070280170951767,0.0013969636584012983,0.0003221545697625721,0.00013782215929735757,0.0028919227923868453,0.0,0.01726053540847923
58,people,0.0,0.006131040312870915,0.0016969793767094572,0.0018943533697632058,0.002035475428903751,0.0032852879254100828,0.0023789517334701048,0.0011792452830188679,0.0033321485693975474,0.0042673308426733085,0.0028956934261598175,0.0036900369003690036,0.002120745681546092,0.0020009719006374525,0.002781358116817041,0.0020132711547548123,0.003221545697625721,0.0021550373999223186,0.016140964422624252,0.0018199636007279855,0.01726053540847923
59,friend,0.0,0.0019469041662041346,0.0015771925971770249,0.0009471766848816029,0.0023844140738586797,0.0006246674224371283,0.0021279614129663784,0.001687540663630449,0.0021325750844144306,0.0008468244084682441,0.001273283634197934,0.0008778061348895428,0.001128783991790662,0.0009147300117199783,0.0007462180313411573,0.0014791379912484335,0.0020456815179923328,0.0030320875045418668,0.001546842423834824,0.0018899622007559848,0.01726053540847923
60,seem,0.0,0.0015797248717007233,0.0011779033320689174,0.0019995952236389397,0.0023262576330328583,0.0026837563334335887,0.002717243035018606,0.0015452179570592062,0.0012217878087791008,0.002042341220423412,0.0019304622841065451,0.003202366825430369,0.0009235505387378142,0.0012005831403824716,0.001119327047011736,0.002177619820449083,0.0028671756708868916,0.0013406337313470237,0.001210572331696819,0.0015399692006159878,0.01726053540847923
61,thing,0.0,0.0024934035812789793,0.0034937810696959413,0.0026067597652297105,0.0016865367839488223,0.004025634500150383,0.003000971223414123,0.0033547495120364347,0.002732361826905989,0.004350352843503528,0.004641324214979566,0.0029422761187964303,0.001966820591756456,0.0020581425263699513,0.0018655450783528933,0.002958275982496867,0.0020456815179923328,0.0027564431859471513,0.0017486044791176273,0.0010499790004199917,0.01726053540847923
62,knew,0.0,0.002023755646449035,0.0015572281339216196,0.0019914996964177293,0.001279441698168072,0.0026606205029729543,0.0020406604319216036,0.0011385816525699415,0.0021992180558023816,0.0028061436280614363,0.0035117984104491404,0.0024058390363639317,0.0012827090815802976,0.0018008747105737071,0.0018316260769282952,0.002239250570084434,0.0018362810476466609,0.0018543345069099019,0.002421144663393638,0.003289934201315974,0.01726053540847923
63,another,0.0,0.002279927247265368,0.0027750603925013476,0.0020319773325237806,0.001919162547252108,0.0024986696897485133,0.0021606992808581686,0.0042696811971372805,0.0024435756175582015,0.0031216272312162723,0.0018483149528679688,0.002324560690540826,0.0018813066529844364,0.002401166280764943,0.0029848721253646292,0.001746204573001623,0.0018040655906704037,0.0020046859534161104,0.001345080368552021,0.002239955200895982,0.01726053540847923
64,turn,0.0,0.0024507083144762573,0.0025155223701810777,0.0024286581663630845,0.0027333527188136086,0.0021516322328389978,0.0030337090913059137,0.003537735849056604,0.00304336236004976,0.0025570776255707762,0.002813546094921241,0.002227026675553099,0.0023430819223533438,0.003544578795414916,0.002408249101146462,0.002136532654025515,0.003221545697625721,0.0024682695801435854,0.0018158584975452284,0.004059918801623968,0.01726053540847923
65,death,0.0,0.0007685148024490005,0.0008385074567270259,0.001384335154826958,0.0008723466123873219,0.0012493348448742567,0.0010039612820149067,0.0018298633702016915,0.0015994313133108227,0.0008634288086342881,0.001088452138911137,0.0008615504657249216,0.002018128955019668,0.0011719978275162221,0.002713520113967845,0.0015202251576720012,0.001707419219741632,0.0016288073371505895,0.0,0.0009099818003639928,0.01726053540847923
66,window,0.0,0.0007855929091700894,0.0013575835013675658,0.0013600485731633273,0.0006978772899098575,0.0017120514540869445,0.0012986020930410205,0.0019925178919973975,0.00037764350453172205,0.0008302200083022001,0.001026841640482205,0.0015442885706390104,0.001145886779545066,0.0013149243918474688,0.0018655450783528933,0.0,0.0004188009406913437,0.00047611291393632614,0.0,0.0,0.01726053540847923
67,order,0.0,0.0006318899486802893,0.0014574058176445926,0.0019995952236389397,0.0015702239022971794,0.0008328898965828379,0.002662679921865622,0.0031920949902407287,0.0008663586280433623,0.0007305936073059361,0.0003901998233832378,0.0008615504657249216,0.00314691294681033,0.0020009719006374525,0.002204735092598874,0.0009244612445302709,0.0038819625656389936,0.0027564431859471513,0.0017486044791176273,0.0,0.01726053540847923
68,garden,0.0,0.00026471065417687796,0.0009183653097486474,0.0009957498482088647,0.0,0.001874002267311385,0.0009930486593843098,0.0008539362394274561,0.0016216456371068064,0.001095890410958904,0.0007393259811471875,0.0014630102248159044,0.0008722421754746024,0.0009147300117199783,0.0013567600569839224,0.0016023994905191364,0.0008698173383589446,0.0019545688045807075,0.0,0.0,0.01726053540847923
69,life,0.0,0.0019127479527619568,0.0015971570604324302,0.0023396073669297713,0.0019773189880779294,0.001989681419614557,0.0020297478092910068,0.003741054001301236,0.0021325750844144306,0.0025238688252386884,0.0017867044544390364,0.002812230765479461,0.002137848469300496,0.0026298487836949377,0.003765009158130385,0.0030404503153440023,0.004639025804581038,0.003533258992895894,0.0017486044791176273,0.0018199636007279855,0.01726053540847923
70,fear,0.0,0.001024686403265334,0.0009183653097486474,0.0009471766848816029,0.0006978772899098575,0.0005783957615158596,0.001680543885111909,0.001016590761223162,0.0013106451039630353,0.000963055209630552,0.0008214733123857638,0.000503925744103256,0.0006157003591585428,0.0012577537661149702,0.001153246048436334,0.0010888099102245414,0.0014496955639315744,0.0018042173580744992,0.0020848745712556327,0.0019599608007839844,0.01726053540847923
