,verb,present,cogmech,insight,time,relativ,funct,negate,quant,social,certain,affect,posemo,money,auxverb,future,discrep,humans,negemo,sad,percept,feel,family,bio,health,body,incl,motion,space,tentat,home,past,ingest,relig,number,achieve,adverb,work,friend,cause,anger,hear,pronoun,ipron,excl,leisure,preps,conj,death,inhib,see,ppron,i,anx,nonfl,sexual,swear,filler,assent,you,they
sid1676,186,92,250,56,99,269,163,9,24,120,43,229,160,8,52,30,53,10,68,11,100,23,23,56,6,23,15,64,107,38,19,47,18,4,6,38,39,11,17,28,34,30,9,9,5,34,25,11,4,20,40,0,0,15,2,9,0,8,0,0,0
sid1677,48,31,55,12,24,76,57,2,8,27,6,52,29,0,9,8,9,3,23,3,20,4,2,13,1,8,3,24,26,5,2,9,4,4,17,27,7,5,3,9,9,10,3,2,1,3,11,1,2,8,4,1,0,6,0,0,0,0,0,1,0
sid1678,23,17,27,12,17,45,14,1,5,27,1,19,10,5,1,1,1,8,9,1,14,3,6,9,2,5,5,12,15,4,11,5,1,6,3,8,1,2,1,2,4,6,1,1,1,3,3,0,4,2,5,0,0,2,0,2,0,0,0,0,0
sid1679,3,3,11,1,3,9,8,0,4,3,0,19,13,0,0,0,1,2,6,1,2,1,0,9,2,6,0,2,4,0,0,0,1,0,0,5,2,3,0,6,4,0,0,0,1,2,2,1,1,2,1,0,0,0,1,1,0,0,0,0,0
sid1680,34,27,63,14,24,43,45,5,12,30,9,35,29,27,5,3,10,0,6,3,9,2,0,9,3,3,4,10,7,6,2,3,3,1,2,7,14,4,3,4,2,2,3,3,5,4,8,4,1,4,5,0,0,0,5,0,0,0,0,0,0
sid1681,28,19,18,3,5,15,12,0,2,9,1,10,8,1,6,5,5,0,2,1,12,2,3,7,1,3,3,6,4,2,4,3,3,0,2,2,0,0,2,1,0,7,1,1,1,3,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0
sid1682,54,34,73,18,20,69,47,1,8,22,8,48,17,3,14,11,13,1,31,3,6,3,0,4,1,3,11,23,25,7,1,7,0,8,2,7,7,10,1,6,10,0,3,3,5,10,11,5,1,4,3,0,0,3,2,0,0,0,1,0,0
sid1683,11,8,15,5,8,13,6,1,1,13,3,24,14,0,2,2,4,2,10,5,3,0,0,2,0,1,0,1,6,1,0,1,1,3,0,5,0,2,1,2,2,1,1,0,0,2,1,0,0,1,2,1,1,3,0,0,0,2,0,0,0
sid1684,36,20,49,5,21,158,57,7,5,42,5,42,36,1,7,6,8,19,6,2,46,16,0,19,0,12,10,16,121,13,16,9,7,0,13,4,4,2,0,2,2,22,13,13,1,2,12,5,0,3,5,0,0,0,2,0,0,2,2,0,0
sid1685,128,85,146,32,100,173,131,12,37,111,23,156,119,21,22,15,28,35,37,10,62,21,43,45,6,32,15,30,49,29,21,23,6,22,7,9,28,7,3,10,10,12,13,13,3,18,19,5,6,15,26,0,0,6,11,1,0,7,0,0,0
sid1687,270,186,308,70,151,273,216,10,37,213,45,259,199,22,49,36,78,49,58,13,95,37,52,91,8,43,14,72,58,32,14,38,28,8,32,62,59,66,8,34,20,24,19,19,14,28,16,8,6,37,23,0,0,9,12,12,0,11,1,0,0
sid1688,52,33,49,14,25,73,42,4,7,17,1,27,11,8,9,4,16,3,15,1,8,5,2,20,2,11,9,26,21,1,9,11,7,4,2,11,11,5,0,2,9,0,3,3,5,4,11,2,6,4,3,0,0,3,0,10,10,1,0,0,0
sid1689,39,23,39,7,53,102,52,2,4,14,6,41,29,1,8,2,9,0,12,0,34,9,3,35,0,19,6,15,33,4,1,8,16,0,2,11,12,1,0,2,5,10,13,13,0,3,11,5,5,8,17,0,0,2,1,0,0,2,0,0,0
sid1690,16,14,9,2,6,32,27,2,9,21,0,10,10,7,1,0,0,6,0,0,6,6,2,12,1,8,3,4,22,3,1,2,3,4,0,0,4,4,0,1,0,0,6,4,2,2,4,4,1,0,0,2,0,0,1,0,0,0,0,2,0
sid1691,19,12,18,4,11,55,28,1,6,7,4,24,10,0,4,3,3,3,14,7,11,4,2,12,2,7,1,16,28,1,3,3,3,3,1,4,11,3,0,2,1,3,1,1,2,4,6,4,17,4,5,0,0,9,1,0,0,0,0,0,0
sid1692,167,112,199,44,80,218,114,12,22,76,20,111,70,7,14,8,30,5,41,1,58,23,37,112,16,68,29,56,85,12,61,42,30,1,13,13,29,10,0,17,21,19,7,7,6,19,21,4,3,45,15,0,0,4,8,0,0,6,0,0,0
sid1693,177,103,215,56,87,170,152,14,26,98,40,221,131,24,47,34,53,3,88,20,44,21,10,75,22,37,10,42,41,23,12,30,18,6,7,36,33,14,15,13,11,16,13,12,10,12,14,6,4,14,3,1,1,13,12,3,0,4,1,0,0
sid1694,78,41,69,15,70,149,57,3,11,96,8,54,41,2,15,11,19,11,13,8,27,3,45,29,5,12,10,49,26,5,33,23,9,0,7,20,12,1,0,6,4,8,5,5,2,11,5,2,3,5,15,0,0,0,0,6,0,0,0,0,0
sid1695,90,59,86,25,47,106,71,6,3,88,13,123,48,5,20,17,15,26,75,10,47,7,5,56,3,20,8,33,24,8,30,13,24,0,5,5,23,6,0,10,24,18,1,1,1,0,10,5,17,14,16,0,0,6,10,17,7,1,0,0,0
sid1696,81,41,93,21,60,136,97,7,25,36,13,63,46,3,17,13,19,2,17,5,24,7,7,21,4,15,12,31,44,16,9,23,2,0,2,6,26,5,5,8,8,8,6,5,3,17,16,7,5,4,8,1,1,3,7,0,0,1,2,0,0
sid1697,7,4,6,0,3,8,4,0,1,0,0,7,5,0,2,2,3,0,2,0,1,0,0,1,0,0,0,2,2,1,0,1,0,1,0,2,0,2,0,1,0,1,0,0,0,6,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0
sid1698,52,30,57,12,24,94,55,1,3,41,11,41,25,8,12,8,13,19,16,3,46,5,7,10,2,4,8,23,49,5,4,12,4,0,14,6,17,4,0,3,11,4,3,3,1,3,5,2,1,7,33,0,0,0,1,0,0,2,0,0,0
sid1699,114,73,124,28,74,225,137,6,19,76,14,77,51,1,22,11,18,1,26,4,49,10,40,47,4,24,29,52,96,14,15,20,18,13,32,18,21,7,1,16,10,13,6,6,3,33,32,8,1,8,16,0,0,3,3,1,0,1,0,0,0
sid1700,103,59,121,27,43,107,79,6,10,118,20,98,74,2,24,18,35,30,24,5,36,1,37,23,2,16,10,34,40,21,23,22,5,2,2,43,15,5,1,7,11,23,4,4,2,15,18,1,4,8,12,0,0,4,3,1,0,10,0,0,0
sid1701,20,16,23,4,12,39,17,0,2,13,2,9,7,0,2,2,6,5,2,0,11,3,3,4,0,4,4,6,22,1,8,2,0,0,6,2,5,1,0,3,0,3,1,1,0,1,2,0,0,1,5,0,0,2,2,0,0,1,0,0,0
sid1702,206,114,227,57,142,264,198,14,31,107,33,166,87,10,57,42,54,15,78,11,106,18,42,62,12,21,22,69,58,37,17,39,28,6,15,52,42,16,2,16,21,16,17,16,7,6,31,11,4,16,57,1,0,8,9,2,0,5,0,1,0
sid1703,133,85,154,40,68,223,128,7,19,145,11,175,114,14,22,10,20,27,61,12,85,33,52,75,18,36,12,94,64,17,14,30,13,15,19,46,29,10,3,29,20,5,7,6,3,12,29,3,13,16,43,1,0,13,2,9,0,0,0,1,0
sid1704,93,57,97,24,58,128,94,8,17,54,14,78,63,5,12,6,20,11,15,5,16,8,12,32,10,4,13,35,35,3,8,25,18,1,12,15,24,6,1,11,5,4,6,6,2,13,13,5,4,13,4,0,0,3,13,0,0,2,0,0,0
sid1705,5,3,9,0,0,4,3,0,0,1,0,3,3,0,2,1,4,0,0,0,4,0,0,4,2,0,0,3,1,2,3,0,2,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
sid1706,72,42,43,8,41,90,50,0,8,89,9,36,16,0,10,7,12,18,20,4,24,3,46,38,4,24,12,27,24,7,12,21,10,1,11,6,7,0,0,0,6,4,10,6,0,8,4,1,0,3,15,4,2,2,0,2,0,3,0,2,0
sid1707,61,57,86,20,67,167,77,3,14,25,12,76,64,0,2,1,20,3,12,3,73,23,3,37,0,24,13,18,89,4,9,2,13,2,2,5,29,9,0,13,6,17,0,0,0,9,27,11,3,14,29,0,0,2,14,0,3,12,0,0,0
sid1708,14,8,19,8,7,14,11,1,1,7,3,12,7,1,4,3,4,0,5,0,3,1,0,12,8,2,1,3,4,0,0,2,2,0,0,2,2,8,1,4,2,0,2,1,0,3,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0
sid1709,10,6,14,2,7,15,10,1,1,6,2,11,8,2,4,3,4,1,3,1,4,0,0,6,0,6,0,2,6,7,0,0,0,0,0,3,3,1,0,1,0,0,1,1,0,0,1,1,0,0,2,0,0,2,1,0,0,0,0,0,0
sid1710,216,132,219,52,132,355,211,18,29,126,33,143,98,13,49,32,41,2,45,23,103,34,44,99,9,57,25,126,96,22,22,36,33,14,16,41,47,26,4,28,9,27,12,12,3,24,47,21,5,19,37,0,0,6,13,5,4,4,0,0,0
sid1711,91,50,113,25,75,159,89,11,17,71,19,114,76,7,17,7,24,11,37,17,45,17,11,36,2,23,7,29,55,23,5,24,2,7,6,16,22,10,4,6,10,13,7,7,5,5,11,0,3,6,17,0,0,9,2,10,0,2,0,0,0
sid1712,262,175,285,90,71,356,358,14,63,331,29,266,148,48,40,31,39,86,118,52,154,51,39,122,20,62,49,134,156,24,34,50,24,24,17,51,53,22,10,39,48,19,132,20,4,27,49,17,3,29,72,112,4,8,6,17,1,9,0,108,0
sid1713,6,6,2,0,3,18,6,1,1,1,0,9,1,1,0,0,0,0,8,0,1,1,0,6,2,3,1,8,6,0,0,0,1,0,0,1,1,1,0,0,4,0,0,0,1,1,4,0,0,0,0,0,0,2,0,0,3,0,0,0,0
sid1714,37,22,66,20,42,70,51,6,8,30,13,30,28,2,7,4,11,1,2,0,6,2,0,2,1,1,5,11,17,10,3,8,0,4,7,12,7,9,1,3,0,4,7,7,3,6,7,3,1,4,1,0,0,1,2,0,0,3,0,0,0
sid1715,9,6,12,4,10,30,11,1,4,7,1,18,8,2,0,0,1,0,10,0,3,0,0,9,2,5,2,9,11,1,0,3,2,0,3,6,1,3,0,2,6,1,0,0,0,6,4,0,0,1,2,0,0,3,0,0,0,1,0,0,0
sid1716,10,8,12,6,13,19,3,0,2,15,0,17,10,1,0,0,1,0,7,1,1,0,3,4,1,2,3,5,2,1,3,2,0,0,0,1,1,1,5,1,0,0,0,0,0,0,0,0,3,0,1,0,0,3,0,1,0,1,0,0,0
sid1717,4,3,2,0,3,7,2,0,0,6,0,4,2,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,3,0,1,1,1,0,1,2,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sid1718,5,5,5,1,4,12,4,0,1,3,0,2,1,0,0,0,0,0,1,1,3,2,3,3,1,0,2,2,6,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,5,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
sid1719,23,11,20,10,24,40,21,2,5,17,1,13,4,1,3,0,4,9,9,0,12,1,4,4,0,1,2,9,8,2,6,9,2,5,4,2,4,2,0,2,2,7,2,2,0,2,3,1,0,2,3,0,0,7,0,1,0,1,0,0,0
sid1720,113,55,104,21,26,112,129,8,10,116,19,72,57,10,33,24,39,13,13,6,27,4,5,28,3,12,10,33,53,7,8,25,8,23,8,25,18,5,1,11,3,3,46,7,2,8,8,9,2,4,23,39,0,1,3,5,0,3,0,39,0
sid1721,15,9,19,3,10,35,22,0,6,11,5,13,9,0,3,2,4,0,4,2,17,7,7,8,3,3,3,9,15,1,3,3,2,19,0,3,3,2,0,2,0,3,0,0,0,0,10,1,4,0,5,0,0,1,1,0,0,0,1,0,0
sid1722,66,32,51,11,38,82,49,4,4,38,8,37,33,9,7,5,9,4,4,2,11,1,21,24,1,6,13,25,20,4,33,27,17,1,0,1,16,3,0,2,1,3,3,3,0,4,15,6,1,2,8,0,0,1,12,0,0,2,0,0,0
sid1723,66,46,70,24,47,129,79,1,15,42,8,37,30,3,10,4,9,10,6,1,43,14,9,41,9,21,10,38,43,9,9,12,12,14,20,13,19,9,1,6,2,3,4,4,1,5,12,3,5,6,20,0,0,2,4,0,0,2,1,0,0
sid1724,138,80,135,33,63,180,110,7,8,62,14,64,21,0,32,25,36,11,43,7,53,20,11,27,3,9,19,51,61,21,0,26,16,0,14,13,31,3,7,11,12,13,2,2,2,6,18,5,5,10,23,0,0,14,1,0,0,1,0,0,0
sid1725,11,10,13,1,6,15,4,0,1,5,1,5,4,0,0,0,0,2,1,0,3,0,0,3,3,0,3,6,5,2,5,1,0,0,0,0,1,0,0,2,1,2,0,0,0,0,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0
sid1726,122,87,113,32,57,139,96,8,22,138,17,95,78,35,19,17,20,44,16,5,32,15,39,45,3,18,13,49,32,9,22,16,17,21,6,17,24,14,7,12,2,4,10,9,5,2,7,3,1,7,13,1,1,3,3,8,0,2,0,0,0
sid1727,94,64,132,20,83,202,112,10,7,73,34,48,32,2,12,10,23,10,16,8,99,18,9,46,10,29,11,41,73,10,15,18,7,1,22,27,16,20,2,18,2,9,15,15,8,14,35,9,10,15,62,0,0,0,0,0,0,5,0,0,0
sid1728,334,192,437,108,152,395,382,34,71,161,80,321,219,14,67,44,77,10,98,28,118,30,7,123,30,58,24,117,127,79,12,76,32,7,43,127,80,20,9,35,28,29,44,44,21,23,54,12,4,33,43,0,0,22,13,8,3,9,0,0,0
sid1729,7,7,5,1,10,15,4,1,0,0,1,2,1,0,1,0,1,0,1,1,3,2,0,2,0,2,3,2,4,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
sid1730,37,25,57,9,33,97,33,1,7,31,6,51,35,2,4,3,10,5,16,1,28,18,4,22,3,18,7,29,35,3,17,8,1,11,3,16,12,6,0,5,5,4,1,1,2,3,7,2,2,19,7,0,0,6,2,0,1,4,0,0,0
sid1731,13,8,16,2,4,19,7,0,0,17,2,15,5,2,1,1,1,0,10,0,0,0,5,4,0,4,4,7,8,2,1,4,0,1,0,1,2,0,0,2,0,0,1,1,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0
sid1732,85,49,97,25,37,95,85,7,15,81,22,57,39,24,20,18,19,2,18,7,15,5,28,15,4,10,9,32,26,15,19,17,0,2,6,3,19,2,0,3,4,4,12,12,4,6,9,2,27,10,7,0,0,5,5,1,0,2,0,0,0
sid1733,315,174,478,143,197,515,424,23,71,200,55,280,164,78,72,36,81,12,113,32,90,31,42,86,31,49,38,131,183,77,40,75,3,17,54,63,106,70,23,53,32,19,32,12,17,43,71,42,33,30,33,20,2,30,13,4,0,1,3,18,0
sid1734,145,90,152,36,107,223,139,11,18,103,26,71,51,1,29,20,41,5,20,8,72,27,31,39,2,28,7,63,55,14,13,27,9,1,33,22,22,7,5,12,11,28,10,9,1,7,19,6,3,12,18,1,1,1,3,0,0,5,0,0,0
sid1735,284,143,242,47,187,598,304,18,44,193,49,365,214,19,55,40,70,21,151,30,202,65,32,154,18,107,53,194,241,9,33,89,22,28,21,107,31,22,13,15,60,68,9,6,6,59,133,34,23,25,65,3,0,36,6,10,0,23,0,3,0
sid1736,93,52,87,14,67,142,93,6,12,44,12,101,47,8,12,6,19,3,54,2,91,22,2,44,3,29,24,53,31,4,6,29,11,3,3,6,28,7,1,2,23,11,14,10,3,9,21,11,10,16,45,4,0,18,4,1,1,6,0,4,0
sid1737,14,12,27,7,21,49,17,2,1,13,2,23,11,2,0,0,2,2,12,2,14,2,1,9,3,3,2,15,13,5,1,2,4,2,1,6,5,3,2,7,4,1,2,2,1,3,6,0,2,6,8,0,0,6,1,1,0,1,0,0,0
sid1738,53,36,81,20,42,100,63,1,6,49,13,83,51,8,11,5,14,7,32,11,25,10,22,30,2,24,15,33,30,15,13,7,4,3,5,7,24,5,3,5,7,6,3,3,0,1,13,3,3,4,7,0,0,4,5,1,0,5,0,0,0
sid1739,225,144,351,135,124,256,233,20,38,224,54,301,193,39,42,25,51,20,107,25,51,8,46,48,20,20,13,70,61,31,29,45,1,31,22,96,54,38,10,39,20,25,40,13,14,7,28,7,13,16,19,27,0,21,10,7,0,2,1,27,0
sid1740,48,37,39,10,33,80,36,1,9,19,2,23,6,0,5,1,3,0,17,2,16,9,0,11,6,3,7,18,30,7,5,8,2,11,3,6,13,37,5,4,3,0,1,1,1,33,10,0,1,3,10,0,0,5,1,0,0,0,0,0,0
sid1741,87,59,128,25,71,135,93,14,10,127,31,61,40,20,17,11,21,17,21,8,25,2,62,14,4,8,12,33,26,5,25,14,1,5,11,25,20,6,0,20,3,13,5,5,4,9,17,7,1,8,3,0,0,2,0,1,0,0,3,0,0
sid1742,85,51,83,8,37,117,96,7,9,50,18,31,19,1,21,11,26,7,12,2,14,3,8,28,5,17,13,44,33,7,6,13,6,1,21,25,17,10,1,8,8,5,10,10,3,5,9,7,2,6,7,0,0,2,3,1,1,2,0,0,0
sid1743,29,20,27,4,12,38,25,2,1,23,3,32,9,0,5,5,4,7,23,2,10,2,1,9,0,8,8,16,11,2,5,4,1,0,3,0,8,0,2,3,10,5,0,0,1,1,7,1,0,4,4,0,0,0,3,0,0,1,0,0,0
sid1744,22,10,38,14,24,43,28,5,6,14,6,21,5,2,6,4,6,9,16,4,7,3,0,11,2,8,0,7,12,2,7,7,1,2,3,5,4,1,1,5,8,2,3,3,1,3,4,2,3,6,0,0,0,2,1,0,0,1,0,0,0
sid1745,31,14,23,6,10,55,24,4,3,14,1,14,9,1,3,3,4,0,5,0,7,4,2,8,1,4,3,18,25,3,6,14,3,1,1,4,5,3,0,1,4,0,0,0,3,2,11,0,0,2,3,0,0,0,0,0,0,0,0,0,0
sid1746,362,179,394,67,203,610,410,31,91,190,67,361,249,39,95,60,107,26,105,31,211,65,29,160,25,105,37,167,249,80,40,91,21,42,38,99,75,36,34,27,29,45,36,35,10,102,63,21,40,30,98,1,0,19,21,10,1,21,1,1,0
sid1747,87,78,117,21,87,152,100,1,19,18,12,83,59,0,8,6,32,1,24,6,46,8,0,35,10,12,28,34,43,13,7,1,11,2,0,3,40,3,0,12,7,18,2,2,0,9,30,13,6,13,15,0,0,4,18,2,1,17,1,0,0
sid1748,30,19,37,4,17,43,30,1,5,15,8,14,12,4,7,5,8,1,2,0,18,0,2,8,0,6,8,15,10,3,8,4,2,0,0,6,9,5,0,3,2,18,0,0,0,3,11,5,1,2,0,0,0,0,1,0,0,0,0,0,0
sid1749,4,3,4,2,7,12,3,0,0,6,0,2,2,1,0,0,0,0,0,0,1,0,1,5,0,0,0,1,4,0,0,1,5,0,0,1,1,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
sid1750,19,12,27,8,17,47,19,2,5,12,3,18,6,0,4,3,5,4,12,2,8,0,0,12,0,10,2,16,16,2,9,3,1,1,0,2,4,2,2,2,3,0,2,2,3,3,6,0,1,1,7,0,0,5,1,1,2,2,0,0,0
sid1751,121,89,118,19,68,214,110,6,23,111,12,109,77,7,17,14,27,6,31,8,41,7,48,31,3,16,17,86,59,10,14,15,7,7,28,31,11,7,2,20,5,11,7,6,7,15,20,4,2,9,21,1,0,13,1,6,0,7,0,1,0
sid1752,78,38,78,19,56,125,75,2,2,36,5,53,19,2,23,10,31,2,34,6,54,13,18,35,3,22,11,29,45,10,5,18,10,0,2,5,16,2,0,5,13,12,5,5,3,2,26,6,3,7,35,0,0,8,0,0,0,8,0,0,0
sid1753,31,21,35,5,10,32,28,6,4,17,11,16,13,0,4,4,4,0,3,2,6,2,8,2,0,0,5,16,6,3,6,6,2,0,1,2,8,0,0,3,1,3,2,2,3,2,5,2,1,1,1,0,0,0,1,0,0,0,0,0,0
sid1754,155,102,174,31,94,254,136,5,15,128,32,152,105,8,20,12,35,7,46,9,70,22,26,66,6,28,22,64,100,16,32,35,29,1,13,32,42,17,9,15,13,19,9,8,2,34,36,5,4,15,24,1,1,11,5,3,3,10,1,0,0
sid1755,21,11,32,8,14,26,24,0,2,27,6,18,13,0,6,5,9,0,5,0,3,1,1,3,0,2,1,8,3,1,3,4,1,0,0,4,7,1,12,2,3,1,7,3,1,2,2,0,0,5,1,4,0,2,1,0,0,0,0,4,0
sid1756,31,20,40,12,21,53,38,1,6,43,6,40,30,3,6,4,9,3,10,3,3,2,15,11,0,6,2,15,14,7,13,6,5,6,0,7,15,3,13,2,6,0,4,4,3,5,6,3,0,6,0,0,0,1,2,0,0,1,1,0,0
sid1757,119,75,155,30,71,171,100,10,14,84,19,111,84,8,27,21,35,13,26,7,35,10,12,37,5,23,15,44,61,13,11,18,8,4,7,28,23,10,6,24,16,10,6,5,6,9,18,6,3,17,9,1,1,1,6,1,0,8,0,0,0
sid1758,130,69,138,22,65,145,123,11,23,99,25,106,85,5,37,19,36,21,18,8,45,11,27,41,4,32,7,29,44,13,13,26,3,1,11,29,20,17,1,18,5,10,7,6,2,32,20,7,2,10,22,1,0,1,4,2,0,1,0,1,0
sid1759,150,81,131,22,80,193,129,5,11,54,17,74,35,3,40,31,35,4,39,13,84,22,14,98,9,32,18,56,60,7,2,31,65,4,4,18,39,3,2,23,13,30,0,0,2,36,32,5,14,13,29,0,0,4,3,6,0,3,1,0,0
sid1760,129,71,186,38,100,207,154,18,24,78,27,103,70,10,29,25,42,11,33,8,59,14,10,36,4,16,14,51,54,30,12,29,16,2,5,22,45,24,7,12,14,12,11,11,10,19,27,6,2,17,28,0,0,9,8,0,0,5,0,0,0
sid1761,187,119,181,29,123,357,188,16,21,132,35,137,100,2,26,21,27,9,37,19,66,13,42,109,16,69,56,108,122,6,35,42,24,5,41,104,34,11,2,15,9,11,4,4,6,53,51,17,13,19,37,0,0,2,21,4,3,1,1,0,0
sid1762,62,29,65,14,44,134,77,3,3,61,11,55,22,4,23,17,24,7,32,8,23,9,24,30,7,12,8,34,55,5,12,11,10,4,9,13,10,2,1,4,7,3,6,6,2,8,23,5,1,5,11,0,0,7,0,4,4,5,0,0,0
sid1763,51,21,42,8,16,44,47,0,3,33,6,19,10,8,20,15,17,1,9,2,10,0,11,11,0,6,9,14,13,3,2,11,5,1,8,4,7,2,0,1,4,2,7,1,1,1,2,2,1,2,8,6,0,3,0,0,0,1,0,6,0
sid1764,46,22,68,20,20,65,50,2,11,38,14,64,37,1,10,8,11,0,27,7,36,9,8,35,9,14,7,20,23,8,2,14,12,2,0,16,13,8,3,5,5,4,7,7,3,11,9,2,2,2,18,0,0,6,2,1,1,0,0,0,0
sid1765,0,0,6,5,6,17,8,0,5,1,0,3,3,0,0,0,0,0,0,0,1,0,0,2,0,2,0,2,8,1,0,0,0,2,0,3,0,2,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
sid1766,9,4,15,5,14,20,9,0,3,9,0,20,7,0,4,3,3,3,13,3,4,3,1,6,0,5,0,3,3,3,0,1,0,1,0,2,2,2,0,2,9,0,0,0,0,1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0
sid1767,19,13,17,1,7,21,16,1,4,12,1,10,3,9,5,1,7,0,7,1,5,4,8,2,2,0,1,11,3,2,5,2,0,0,0,5,2,3,0,2,2,1,1,1,0,2,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0
sid1768,1,1,1,0,3,5,2,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
sid1769,79,60,86,12,44,123,58,5,8,57,9,104,56,11,6,2,12,32,48,1,28,8,9,37,1,9,19,34,40,9,58,13,27,0,8,5,6,11,0,9,7,5,10,2,3,6,17,6,6,17,12,8,8,6,2,0,0,4,1,0,0
sid1770,80,52,93,20,64,129,71,2,16,47,7,40,18,1,15,6,13,19,21,4,24,9,15,15,3,8,15,28,36,9,9,19,4,1,6,10,15,2,0,13,11,4,4,4,1,4,16,1,8,20,5,0,0,2,0,0,0,4,0,0,0
sid1771,20,10,22,5,9,47,25,1,3,20,2,5,3,1,7,5,7,1,2,0,7,2,9,29,2,7,3,12,26,2,1,3,23,0,3,4,3,0,2,1,1,2,0,0,0,8,9,0,1,2,2,0,0,1,0,0,0,0,0,0,0
sid1773,63,36,68,24,37,81,62,2,11,87,8,40,26,4,10,8,16,11,14,9,16,2,36,22,3,11,6,21,24,7,12,18,7,3,12,10,10,6,0,7,3,10,6,5,5,10,7,5,1,1,3,1,1,0,1,1,0,2,0,0,0
sid1774,29,17,34,10,22,53,26,1,8,18,5,26,18,1,5,1,7,7,8,5,23,4,3,13,1,6,8,14,19,2,3,8,6,7,2,5,7,2,0,2,2,5,2,2,0,2,2,3,1,1,9,0,0,2,0,1,0,2,0,0,0
sid1775,100,66,92,25,51,136,73,3,8,68,11,54,42,3,21,10,20,20,10,4,39,9,18,30,1,16,18,53,32,6,14,21,13,6,8,14,19,2,1,13,4,4,5,5,1,10,11,6,1,4,21,0,0,2,0,0,0,1,0,0,0
sid1776,41,21,45,8,26,61,53,1,12,23,9,48,40,2,15,13,16,1,8,1,12,4,3,26,8,17,8,19,14,2,1,5,1,25,1,23,15,6,1,1,2,3,3,2,1,6,9,2,2,0,4,1,1,3,5,0,0,0,0,0,0
sid1777,373,218,396,94,184,444,291,15,53,222,43,248,168,16,64,39,91,23,78,35,129,42,22,80,14,38,24,131,122,39,47,96,13,27,47,49,63,34,9,54,16,20,10,10,7,21,42,17,7,54,56,0,0,13,1,15,0,8,0,0,0
sid1778,45,30,42,8,38,104,49,3,5,40,7,57,39,3,1,1,10,3,18,7,27,10,14,38,4,29,9,25,45,4,6,14,4,4,7,23,9,2,4,6,6,7,0,0,1,13,27,4,7,2,11,0,0,3,1,1,0,5,0,0,0
sid1779,53,25,52,10,51,79,71,5,17,68,12,50,40,32,13,10,19,14,10,1,14,1,18,16,2,1,1,7,22,8,10,16,13,2,0,24,28,15,2,1,4,3,4,4,4,4,4,5,0,3,8,0,0,1,5,0,0,3,0,0,0
sid1780,65,37,86,24,53,103,70,6,14,87,16,87,68,4,14,10,15,15,19,10,35,5,44,17,5,8,4,18,36,16,4,15,0,3,3,14,11,9,0,4,0,4,11,10,3,2,11,2,3,13,27,1,1,4,0,4,0,4,0,0,0
sid1781,55,43,36,7,50,99,53,2,8,37,6,21,16,1,3,2,7,4,5,0,27,10,18,27,1,12,9,21,31,4,7,9,14,2,3,5,16,1,0,2,2,5,8,0,4,0,14,8,2,3,12,8,2,2,1,0,0,3,0,6,0
sid1782,45,34,79,14,56,113,49,1,4,46,4,34,34,6,2,1,7,3,0,0,45,7,21,17,0,13,18,26,32,17,9,9,4,1,13,14,15,4,5,6,0,3,0,0,2,2,14,10,0,7,36,0,0,0,0,0,0,4,0,0,0
sid1783,97,48,155,56,105,225,137,8,31,65,27,135,78,6,31,19,27,5,55,23,52,17,11,52,13,28,5,38,83,17,15,22,9,46,10,32,39,17,10,13,10,12,5,2,5,8,21,7,20,16,16,3,0,14,4,4,4,7,0,3,0
sid1784,12,10,12,0,25,51,15,0,1,3,3,2,0,2,0,0,0,0,2,2,6,0,1,4,1,3,6,11,7,2,12,2,0,0,6,3,5,6,0,0,0,6,0,0,0,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0
sid1785,7,4,8,1,12,27,8,0,2,6,1,4,1,0,0,0,0,1,3,0,0,0,0,1,1,0,2,8,6,1,1,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0
