,X1,X2,Nation,language_family
1297,-9.060681,-8.302806,North_American_Native,Native_American
1298,-10.002564,4.0804105,Italian,Italic
1299,21.788576,-7.7086425,Indian,Hindustani
1300,-15.528001,14.910485,Greek,Hellenic
1301,12.574866,-33.753235,Russian,Slavic
1302,15.548573,7.958055,North_American_Native,Native_American
1303,-1.6793522,-22.335812,Philippine,Austronesian
1304,0.27615613,26.98923,Greek,Hellenic
1305,-17.493532,-24.330885,German,Germanic
1306,31.515585,-12.319085,Russian,Slavic
1307,-2.438164,-2.8542795,Greek,Hellenic
1308,-26.58445,-23.404673,Albanian,Albanian
1309,14.031417,12.994858,Nordic,Germanic
1310,-1.0679209,38.90248,North_American_Native,Native_American
1311,-18.108643,25.42603,North_American_Native,Native_American
1312,-11.9491625,23.754124,Australian_Ethnic,Austronesian
1313,11.773969,11.564832,Russian,Slavic
1314,-10.673893,-26.496353,Irish,Celtic
1315,-3.526935,-32.131176,North_American_Native,Native_American
1316,5.985472,-16.168459,Indian,Hindustani
1317,7.3139377,8.250628,North_American_Native,Native_American
1318,32.196327,-13.291839,Russian,Slavic
1319,17.389872,-32.504272,Norwegian,Germanic
1320,28.371742,-7.293865,Croatian,Slavic
1321,17.123632,-17.45029,German,Germanic
1322,-1.0264611,10.192308,Chinese,East_Asia
1323,14.172158,-19.248077,Slavic,Slavic
1324,1.7632926,34.83453,Brazilian,Italic
1325,-9.867844,-12.677426,Italian,Italic
1326,-7.0315814,-7.372981,Italian,Italic
1327,8.047967,-26.625465,Czechoslovak,Slavic
1328,10.56637,-26.745384,Ukrainian,Slavic
1329,4.617918,-4.1263294,Greek,Hellenic
1330,20.844294,-15.429887,Indian,Hindustani
1331,-4.4222393,13.905291,North_American_Native,Native_American
1332,-16.060595,22.621826,Australian_Ethnic,Austronesian
1333,31.463371,-13.533447,Slavic,Slavic
1334,-2.509522,-7.266403,German,Germanic
1335,-1.0711539,-0.8197658,Greek,Hellenic
1336,-20.19961,-9.2970495,Brazilian,Italic
1337,-5.3111224,1.1191162,Danish,Germanic
1338,-19.790571,23.65138,North_American_Native,Native_American
1339,20.304962,2.8926835,Greek,Hellenic
1340,-10.007045,-12.012758,English,Germanic
1341,1.2816643,-3.9930308,Italian,Italic
1342,11.778125,14.653588,Italian,Italic
1343,6.67527,4.8398175,Indian,Hindustani
1344,3.1587775,-21.725855,Italian,Italic
1345,1.240237,-10.755756,Greek,Hellenic
1346,-15.4820795,-4.395776,Greek,Hellenic
1347,1.4879656,16.130695,French,Italic
1348,-10.625405,1.8701292,North_American_Native,Native_American
1349,6.2526584,13.112471,Jewish,Semitic
1350,13.943762,12.914416,Portuguese,Italic
1351,-19.966139,-16.576555,English,Germanic
1352,-3.214035,13.085243,Australian_Ethnic,Austronesian
1353,14.82152,3.6756825,French,Italic
1354,-6.203733,21.097542,Australian_Ethnic,Austronesian
1355,-29.071575,-3.4922187,Turkish,Turkic
1356,-8.779036,-14.336995,French,Italic
1357,1.6249481,5.4967966,German,Germanic
1358,6.9343214,-10.641631,Arabic,Semitic
1359,11.224574,29.658602,English,Germanic
1360,-1.9237587,7.65037,Scottish,Celtic
1361,19.163015,-28.223312,German,Germanic
1362,-31.269804,-20.834112,Slavic,Slavic
1363,-2.6426716,17.295956,North_American_Native,Native_American
1364,0.8383355,-7.147348,Greek,Hellenic
1365,1.4700742,-33.01663,Irish,Celtic
1366,0.21147329,17.11038,Chinese,East_Asia
1367,-27.144474,5.9590626,Spanish,Italic
1368,-5.2741485,10.566976,Welsh,Celtic
1369,-28.223368,24.784298,Scottish,Celtic
1370,-2.4665885,-17.096754,North_American_Native,Native_American
1371,29.31703,-18.988712,German,Germanic
1372,17.54663,-10.6010475,French,Italic
1373,6.5929127,6.429901,Indian,Hindustani
1374,-10.290006,-10.082733,Polish,Slavic
1375,5.148476,-29.177197,Swedish,Germanic
1376,27.62819,-16.382088,Ukrainian,Slavic
1377,8.895354,35.64965,Icelandic,Germanic
1378,-10.792796,26.100788,Philippine,Austronesian
1379,19.9291,17.754934,Nordic,Germanic
1380,3.1165502,0.2267497,Welsh,Celtic
1381,18.571173,-8.731956,Indian,Hindustani
1382,-4.1636777,-16.840736,North_American_Native,Native_American
1383,-6.2545276,-0.99538946,Scottish,Celtic
1384,4.274891,-0.33559412,Scottish,Celtic
1385,-19.173243,-26.635935,Japanese,East_Asia
1386,11.357569,0.9684722,German,Germanic
1387,-7.57072,3.7769964,English,Germanic
1388,-1.9126041,23.46759,Tanzanian,Bantu
1389,-11.091331,26.178799,Philippine,Austronesian
1390,-31.935911,28.013327,Chinese,East_Asia
1391,-33.90998,-8.36572,Indian,Hindustani
1392,-19.858248,24.516617,North_American_Native,Native_American
1393,27.660532,14.091469,Scandinavian,Germanic
1394,-5.4696956,-12.183248,Greek,Hellenic
1395,5.988249,20.033993,Scottish,Celtic
1396,-14.686132,-21.949976,Spanish,Italic
1397,0.35468796,-10.804584,North_American_Native,Native_American
1398,34.49258,-8.696761,Serbian,Slavic
1399,0.42272943,2.6795635,Indian,Hindustani
1400,2.424256,28.202995,Greek,Hellenic
1401,-1.485189,0.4088222,Greek,Hellenic
1402,10.118281,10.287232,Indian,Hindustani
1403,-5.434221,-36.478832,North_American_Native,Native_American
1404,2.3512306,-3.234351,Greek,Hellenic
1405,13.957591,-15.563054,German,Germanic
1406,19.476818,-23.547266,German,Germanic
1407,5.1877685,-29.471617,Norwegian,Germanic
1408,-14.538462,-26.26185,Finnish,Uralic
1409,35.7789,5.440022,Irish,Celtic
1410,-27.809652,-18.134163,Finnish,Uralic
1411,5.640637,-31.663446,Nordic,Germanic
1412,28.532856,28.007545,French,Italic
1413,29.065317,25.94711,French,Italic
1414,-22.098696,29.283073,Portuguese,Italic
1415,-25.791187,-9.4994135,German,Germanic
1416,4.0312414,7.018283,Scottish,Celtic
1417,3.7820587,28.050009,Greek,Hellenic
1418,11.494827,-3.5066433,Japanese,East_Asia
1419,-10.034044,-12.687535,Scottish,Celtic
1420,7.2891574,7.7518106,Celtic,Celtic
1421,-21.269545,7.782477,Nigerian,Chadic
1422,-20.805136,-3.792648,English,Germanic
1423,27.653252,-14.022806,Czechoslovak,Slavic
1424,28.685505,-22.543747,German,Germanic
1425,2.8542204,24.153454,Irish,Celtic
1426,-14.895329,16.124062,Greek,Hellenic
1427,-17.06644,25.441568,North_American_Native,Native_American
1428,0.7347989,20.514448,Chinese,East_Asia
1429,16.655302,35.943733,Irish,Celtic
1430,-0.8307997,7.623121,Scottish,Celtic
1431,-19.512487,11.229996,Nigerian,Chadic
1432,-4.179524,22.579313,Australian_Ethnic,Austronesian
1433,-19.913698,26.253922,North_American_Native,Native_American
1434,-4.673709,-8.8943815,North_American_Native,Native_American
1435,0.7942077,5.371467,Serbian,Slavic
1436,1.2327235,-8.567188,Greek,Hellenic
1437,-21.951775,-6.398306,Ukrainian,Slavic
1438,8.033308,-7.5950913,Greek,Hellenic
1439,-27.224688,-21.117281,Indian,Hindustani
1440,-23.687538,-9.223172,Spanish,Italic
1441,22.128033,-2.282522,German,Germanic
1442,-14.498929,-7.8288326,Estonian,Uralic
1443,-31.292582,-5.1259713,Slavic,Slavic
