lemma,japanese,serbian,german,french,north_american_native,brazilian,armenian,english,russian,greek,danish,canadian_native,ukrainian,indian,norwegian,welsh,scandinavian,polish,czechoslovak,scottish,celtic,portuguese,arabic,croatian,estonian,dutch,italian,nigerian,albanian,maori,nordic,irish,hungarian,south_african,slavic,australian_ethnic,chinese,tanzanian,swedish,icelandic,philippine,hawaiian,jewish,romanian,korean,turkish,finnish,belgian,spanish,cataloanian,bulgarian,bukovinian,new_zealand_native,sami,pakistani,lithuanian,zimbabwe,diff
pedro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01726053540847923
heard,0.0026706658175318938,0.0,0.003302975106253795,0.003306524657070834,0.0033900041841361467,0.0,0.0,0.003334065363652698,0.0037968188814776808,0.0030211480362537764,0.0038405478564653077,0.0,0.0,0.0028817360580356585,0.0,0.0,0.0031373441487718844,0.0,0.002306492096872668,0.003140447804594359,0.0,0.0,0.0,0.0,0.0,0.0,0.004249349381912817,0.0,0.0,0.0,0.003039451255827326,0.0042673308426733085,0.0,0.0,0.003544578795414916,0.004689906201875963,0.002351728359266776,0.0,0.0,0.0,0.003093684847669648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01726053540847923
home,0.004725024138710274,0.0,0.00518113742157458,0.0013095147156716174,0.004739174615102169,0.0,0.0,0.004312324063167562,0.004087566273302548,0.003820863692909188,0.004048770330611017,0.0,0.0,0.00345808326964279,0.0,0.0,0.003088577141278021,0.0,0.00576623024218167,0.00319860424542018,0.0,0.0,0.0,0.0,0.0,0.0,0.003375081327260898,0.0,0.0,0.0,0.002341198940299427,0.004200913242009132,0.0,0.0,0.00420204099133865,0.0018899622007559848,0.0035114848104120357,0.0,0.0,0.0,0.008003228192884525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01726053540847923
queen,0.0006779382459888653,0.0,0.0021372191863995144,0.008948350557089386,8.53905336054445e-05,0.0,0.0,0.002275948811116213,0.0014024285958611255,0.0021770037320063976,0.00263748467251232,0.0,0.0,0.003783844737072908,0.0,0.0,0.0009915958190418908,0.0,0.0019333830812020894,0.0008141901715615005,0.0,0.0,0.0,0.0,0.0,0.0,0.0032530904359141183,0.0,0.0,0.0,0.0013348941326268662,0.0039020340390203403,0.0,0.0,0.0014864362690449647,0.0,0.0003543700267388293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01726053540847923
thought,0.0033075168970971916,0.0,0.005521149564865412,0.004255922825932757,0.003005746782911646,0.0,0.0,0.0033540298269081037,0.0034889687018984095,0.002732361826905989,0.007218379103717928,0.0,0.0,0.00491148058586947,0.0,0.0,0.006112131605897557,0.0,0.0031205481310630214,0.002675196277987787,0.0,0.0,0.0,0.0,0.0,0.0,0.002724463240078074,0.0,0.0,0.0,0.00556548169141355,0.0034205064342050645,0.0,0.0,0.003630334734013664,0.003849923001539969,0.0024644824586836766,0.0,0.0,0.0,0.0026229067186764408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01726053540847923
beautiful,0.002383055652566921,0.0,0.0032624974701477433,0.003481126619160383,0.0013918656977687453,0.0,0.0,0.0024157000539040507,0.00314691294681033,0.002088146436822463,0.004904796057654489,0.0,0.0,0.0034956711312693423,0.0,0.0,0.004957979095209454,0.0,0.0033579811410352077,0.000756033730735679,0.0,0.0,0.0,0.0,0.0,0.0,0.004086694860117111,0.0,0.0,0.0,0.003614482574497361,0.002308011623080116,0.0,0.0,0.0037160906726124115,0.0009099818003639928,0.0012725105505621598,0.0,0.0,0.0,0.0043042571793664676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01726053540847923
door,0.0009860919941656224,0.0,0.0021776968225055656,0.001211301111996246,0.002160380500217746,0.0,0.0,0.00237577112739324,0.0013340174448435095,0.000888572951839346,0.0014344214885593318,0.0,0.0,0.0009772844022903537,0.0,0.0,0.0015767999089682527,0.0,0.0008140560341903534,0.002035475428903751,0.0,0.0,0.0,0.0,0.0,0.0,0.001524886141834743,0.0,0.0,0.0,0.00170455712320046,0.0018430884184308842,0.0,0.0,0.0017437040848412085,0.0,0.0017235269482297607,0.0,0.0,0.0,0.0010088102764140158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01726053540847923
found,0.003595127062062165,0.0,0.0034405990690143697,0.004124971354365595,0.0037657225320001024,0.0,0.0,0.0034139232166743197,0.0023430819223533438,0.0032655055980095964,0.00300765795988247,0.0,0.0,0.003921666896370265,0.0,0.0,0.0026496740738332493,0.0,0.0025778441082694526,0.0037220122128525735,0.0,0.0,0.0,0.0,0.0,0.0,0.00370039037085231,0.0,0.0,0.0,0.002813546094921241,0.0032378580323785804,0.0,0.0,0.004030529114141155,0.003639927201455971,0.002561128829612448,0.0,0.0,0.0,0.004909543345214876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01726053540847923
place,0.0033691476467325432,0.0,0.00287391216352965,0.003230136298656656,0.0038596521189660916,0.0,0.0,0.002914811635289185,0.002582520950914999,0.0023102896747822996,0.0038405478564653077,0.0,0.0,0.003696139726610953,0.0,0.0,0.0034787132012289285,0.0,0.0026456821111186485,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0,0.0,0.0029887768379960964,0.0,0.0,0.0,0.0033064300823526997,0.005280199252801992,0.0,0.0,0.0036017494211474143,0.0037799244015119695,0.0034309461679713927,0.0,0.0,0.0,0.005918353621628892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01726053540847923
hand,0.0039854551430860575,0.0,0.0038453754300748835,0.003415650883376802,0.002980129622830013,0.0,0.0,0.004472039769210805,0.003984949546776124,0.004420650435400747,0.0037017328737015015,0.0,0.0,0.0033327903975542833,0.0,0.0,0.0036900369003690036,0.0,0.005698392239332474,0.0033730735678976446,0.0,0.0,0.0,0.0,0.0,0.0,0.003720722186076773,0.0,0.0,0.0,0.005709239521081059,0.004051473640514737,0.0,0.0,0.0046022353714661405,0.002239955200895982,0.0032376534261138496,0.0,0.0,0.0,0.0022193826081108345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01726053540847923
water,0.0029993631489204347,0.0,0.003027727180732645,0.0017678448661566835,0.003629097678231391,0.0,0.0,0.0025953802232026994,0.0034889687018984095,0.00279900479829394,0.002776299655276126,0.0,0.0,0.0025935624522320927,0.0,0.0,0.0033649235170765805,0.0,0.00576623024218167,0.003256760686246002,0.0,0.0,0.0,0.0,0.0,0.0,0.00219583604424203,0.0,0.0,0.0,0.002793009262111597,0.0038356164383561643,0.0,0.0,0.003573164108281165,0.010219795604087919,0.0032376534261138496,0.0,0.0,0.0,0.006052861658484094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01726053540847923
call,0.004540131889804219,0.0,0.003505363286784052,0.002477165337145476,0.004167058039945691,0.0,0.0,0.004072750504102697,0.0033521463998631776,0.004753865292340501,0.002938250468500567,0.0,0.0,0.0032200268126746268,0.0,0.0,0.002909764780467188,0.0,0.003290143138186012,0.003140447804594359,0.0,0.0,0.0,0.0,0.0,0.0,0.004635653871177619,0.0,0.0,0.0,0.004230587558786684,0.003022000830220008,0.0,0.0,0.0029442872252236803,0.003989920201595968,0.00277052929995812,0.0,0.0,0.0,0.008406752303450131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01726053540847923
might,0.001931096821907677,0.0,0.00258247318356608,0.003906718901753659,0.00155410771161909,0.0,0.0,0.0024157000539040507,0.001094578416281854,0.001910431846454594,0.0028457071466580293,0.0,0.0,0.0019545688045807075,0.0,0.0,0.003121088479607263,0.0,0.0015602740655315107,0.0022099447513812156,0.0,0.0,0.0,0.0,0.0,0.0,0.0017891997397527651,0.0,0.0,0.0,0.003429651079210564,0.0018098796180987962,0.0,0.0,0.0015721922076437126,0.0030799384012319755,0.0024644824586836766,0.0,0.0,0.0,0.0018831125159728293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01726053540847923
barber,0.0,0.0,9.714632665452337e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007016400836956385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004001943801274905,0.0,0.0,0.0,0.0,0.0,0.0007397942027036115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01726053540847923
husband,0.001438050824824866,0.0,0.0015219591175875328,0.0011785632441044557,0.0013320923242449343,0.0,0.0,0.0007985785302162151,0.0013169146570891055,0.0006886440376754931,0.000786618235661569,0.0,0.0,0.003859020460326012,0.0,0.0,0.0006177154282556042,0.0,0.0014924360626823146,0.0018610061064262867,0.0,0.0,0.0,0.0,0.0,0.0,0.002297495120364346,0.0,0.0,0.0,0.0009652311420532726,0.0011124948111249481,0.0,0.0,0.000886144698853729,0.002029959400811984,0.0017718501336941464,0.0,0.0,0.0,0.0020848745712556327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01726053540847923
left,0.0017051174065780554,0.0,0.0021534102408419346,0.002477165337145476,0.0028691219291429354,0.0,0.0,0.0019365529357743218,0.002650932101932615,0.0022658610271903325,0.0016657797931656758,0.0,0.0,0.0021174495382957664,0.0,0.0,0.0014467545556512834,0.0,0.0019333830812020894,0.0020936318697295725,0.0,0.0,0.0,0.0,0.0,0.0,0.0019315224463240079,0.0,0.0,0.0,0.0026081777668248004,0.0028061436280614363,0.0,0.0,0.002201069090701198,0.0027999440011199778,0.001981250604039818,0.0,0.0,0.0,0.0025556527002488397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01726053540847923
